evid,time,latitude,longitude,depth_km,magnitude_gamma,qnpair,qndiffP,qndiffS,rmsP,rmsS
awr_135931,2019-12-21T05:49:46.821000,35.8757,-117.67436,7.315,0.345,4,7,23,0.0,0.01
awr_135932,2019-12-21T05:51:47.293000,35.37155,-117.81513,6.614,0.924,4,18,27,0.07,0.01
awr_135933,2019-12-21T05:52:34.557000,35.87514,-117.67484,7.342,1.112,39,439,657,0.01,0.02
awr_135934,2019-12-21T05:53:48.170000,35.62962,-117.4377,5.12,0.614,5,15,23,0.01,0.03
awr_135935,2019-12-21T06:01:07.354000,35.66698,-117.55977,8.412,0.375,40,177,218,0.02,0.01
awr_135936,2019-12-21T06:03:10.661000,35.84481,-117.69243,9.818,0.468,6,11,37,0.01,0.01
awr_135937,2019-12-21T06:04:25.751000,35.90616,-117.71505,8.354,0.241,4,11,19,0.02,0.02
awr_135938,2019-12-21T06:12:46.584000,35.91365,-117.70631,5.784,2.251,47,478,560,0.01,0.03
awr_135939,2019-12-21T06:15:45.971000,35.91171,-117.70932,5.721,0.334,1,1,5,0.0,0.03
awr_135940,2019-12-21T06:16:17.028000,35.87525,-117.67545,7.277,0.37,3,3,15,0.02,0.01
awr_135941,2019-12-21T06:17:38.859000,35.91405,-117.70761,5.762,0.044,7,11,36,0.03,0.01
awr_135942,2019-12-21T06:20:37.005000,35.87564,-117.67524,7.245,0.734,34,299,542,0.01,0.01
awr_135943,2019-12-21T06:23:04.697000,35.87527,-117.67539,7.256,0.137,14,67,101,0.01,0.01
awr_135944,2019-12-21T06:23:13.291000,35.70857,-117.4981,11.516,-0.001,1,1,5,0.0,0.03
awr_135945,2019-12-21T06:24:03.652000,35.77539,-117.51978,11.093,0.239,3,5,15,0.22,0.0
awr_135946,2019-12-21T06:24:49.044000,35.72674,-117.49166,4.191,0.22,3,6,16,0.02,0.01
awr_135947,2019-12-21T06:25:01.385000,36.1863,-117.86375,4.353,0.847,91,565,439,0.02,0.02
awr_135948,2019-12-21T06:26:23.881000,35.87591,-117.6828,8.173,0.122,2,6,8,0.01,0.01
awr_135949,2019-12-21T06:30:39.361000,35.89892,-117.70739,7.213,0.133,10,28,52,0.02,0.02
awr_135950,2019-12-21T06:32:05.051000,35.70881,-117.49665,11.434,2.483,28,197,225,0.04,0.02
awr_135951,2019-12-21T06:32:24.202000,35.87463,-117.67558,7.465,0.874,4,10,21,0.01,0.01
awr_135952,2019-12-21T06:32:58.284000,35.87495,-117.67496,7.312,0.419,10,20,57,0.01,0.01
awr_135953,2019-12-21T06:36:38.965000,35.73436,-117.52516,9.461,0.599,6,24,35,0.05,0.02
awr_135954,2019-12-21T06:43:41.083000,35.58203,-117.41892,5.563,0.013,15,33,85,0.03,0.01
awr_135955,2019-12-21T06:45:14.471000,35.70904,-117.49636,11.419,1.509,18,125,111,0.01,0.05
awr_135956,2019-12-21T06:55:10.125000,36.00272,-117.72975,3.495,0.052,2,6,13,0.01,0.01
awr_135957,2019-12-21T06:56:11.616000,35.86301,-117.68768,8.024,0.435,10,32,34,0.01,0.02
awr_135958,2019-12-21T06:58:06.425000,35.99817,-117.48747,4.53,0.789,7,31,19,0.01,0.02
awr_135959,2019-12-21T07:07:46.142000,35.58774,-117.46069,5.396,0.213,1,6,9,0.0,0.0
awr_135960,2019-12-21T07:08:04.592000,35.91562,-117.7086,5.787,0.201,1,6,10,0.0,0.0
awr_135961,2019-12-21T07:09:27.963000,35.67703,-117.54833,9.822,0.557,33,129,132,0.02,0.04
awr_135962,2019-12-21T07:11:01.422000,35.91543,-117.70896,5.791,2.035,35,229,262,0.06,0.02
awr_135963,2019-12-21T07:12:10.253000,35.58774,-117.46069,5.396,0.44,1,6,9,0.0,0.0
awr_135964,2019-12-21T07:12:44.556000,35.64316,-117.54466,9.566,1.276,48,321,251,0.02,0.02
awr_135965,2019-12-21T07:15:23.028000,35.65492,-117.43272,5.674,0.462,4,10,24,0.0,0.01
awr_135966,2019-12-21T07:17:26.404000,35.64419,-117.54575,9.095,0.566,30,119,136,0.01,0.02
awr_135967,2019-12-21T07:18:17.307000,35.69466,-117.52325,10.854,0.17,4,7,22,0.01,0.01
awr_135968,2019-12-21T07:19:19.982000,35.51708,-117.37811,7.447,0.408,14,65,87,0.03,0.01
awr_135969,2019-12-21T07:21:15.464000,35.69988,-117.59952,10.281,-0.137,2,4,10,0.0,0.01
awr_135970,2019-12-21T07:21:37.493000,35.86484,-117.68667,9.137,0.89,32,133,144,0.01,0.03
awr_135971,2019-12-21T07:25:04.272000,35.6131,-117.38313,3.743,-0.173,9,32,44,0.02,0.01
awr_135972,2019-12-21T07:26:35.067000,35.91587,-117.70927,5.821,0.384,37,109,207,0.01,0.02
awr_135973,2019-12-21T07:27:59.389000,35.64204,-117.46306,8.096,0.656,49,189,286,0.02,0.02
awr_135974,2019-12-21T07:30:16.382000,35.87191,-117.68685,9.218,0.209,1,4,2,0.0,0.0
awr_135975,2019-12-21T07:32:19.934000,35.62951,-117.46095,7.077,0.361,27,119,104,0.01,0.03
awr_135976,2019-12-21T07:36:58.692000,35.62979,-117.46199,7.132,0.19,15,45,61,0.03,0.01
awr_135977,2019-12-21T07:45:04.777000,35.64985,-117.43987,6.32,0.114,6,18,33,0.01,0.01
awr_135978,2019-12-21T07:46:10.153000,35.87349,-117.67569,7.177,0.965,40,338,498,0.01,0.01
awr_135979,2019-12-21T07:53:50.293000,35.91336,-117.69651,6.055,0.128,18,55,77,0.02,0.04
awr_135980,2019-12-21T08:01:37.282000,35.56913,-117.3437,4.81,0.623,37,132,219,0.01,0.02
awr_135981,2019-12-21T08:02:14.205000,35.87532,-117.67544,7.286,0.469,17,55,131,0.01,0.01
awr_135982,2019-12-21T08:03:02.328000,35.87532,-117.67474,7.284,0.483,21,55,129,0.01,0.01
awr_135983,2019-12-21T08:03:18.540000,35.62753,-117.44554,8.746,0.159,1,2,4,0.01,0.0
awr_135984,2019-12-21T08:05:55.130000,35.87452,-117.67517,7.26,2.429,37,372,559,0.02,0.01
awr_135985,2019-12-21T08:09:49.853000,36.00606,-117.36643,7.098,0.993,3,14,7,0.06,0.06
awr_135986,2019-12-21T08:11:47.757000,36.11314,-117.84911,4.341,1.268,82,315,569,0.02,0.02
awr_135987,2019-12-21T08:15:59.504000,35.76693,-117.57804,10.316,0.466,4,8,19,0.01,0.02
awr_135988,2019-12-21T08:18:48.106000,35.67927,-117.55422,9.395,0.183,3,10,14,0.01,0.01
awr_135989,2019-12-21T08:19:12.128000,36.099,-117.86347,4.71,0.166,1,2,5,0.0,0.01
awr_135990,2019-12-21T08:19:57.278000,35.61739,-117.45974,10.159,0.899,41,226,180,0.02,0.02
awr_135991,2019-12-21T08:22:04.674000,35.91405,-117.70654,5.815,0.876,50,361,524,0.01,0.01
awr_135992,2019-12-21T08:22:50.293000,35.75473,-117.55073,11.859,0.528,7,25,35,0.01,0.02
awr_135993,2019-12-21T08:24:32.412000,35.64854,-117.44885,6.362,3.897,4,15,27,0.06,0.05
awr_135994,2019-12-21T08:25:34.963000,35.65055,-117.44589,6.087,1.435,2,6,8,0.02,0.01
awr_135995,2019-12-21T08:26:48.085000,35.64239,-117.44646,6.459,0.882,9,31,70,0.03,0.02
awr_135996,2019-12-21T08:27:11.827000,35.63881,-117.44741,6.456,0.853,9,37,41,0.04,0.03
awr_135997,2019-12-21T08:27:45.914000,35.87197,-117.67494,6.787,1.593,22,126,138,0.02,0.04
awr_135998,2019-12-21T08:29:12.059000,35.67524,-117.42214,6.964,0.203,13,44,50,0.01,0.02
awr_135999,2019-12-21T08:30:38.462000,35.64276,-117.45419,6.688,0.331,1,5,5,0.02,0.02
awr_136000,2019-12-21T08:31:22.382000,35.64364,-117.45506,6.481,0.07,10,61,66,0.01,0.01
awr_136001,2019-12-21T08:32:05.439000,35.64367,-117.45506,6.303,0.767,17,105,90,0.02,0.06
awr_136002,2019-12-21T08:32:45.586000,35.65317,-117.45994,5.382,0.09,1,1,6,0.0,0.01
awr_136003,2019-12-21T08:36:12.621000,35.6437,-117.46409,7.53,0.317,9,21,50,0.1,0.11
awr_136004,2019-12-21T08:38:18.122000,35.65136,-117.45066,6.331,0.07,5,16,20,0.02,0.06
awr_136005,2019-12-21T08:41:34.251000,35.87129,-117.69818,9.01,0.583,22,90,89,0.01,0.03
awr_136006,2019-12-21T08:41:46.618000,35.64834,-117.4489,6.394,0.697,8,12,51,0.01,0.03
awr_136007,2019-12-21T08:42:12.860000,35.64746,-117.44947,6.679,0.012,8,14,46,0.03,0.02
awr_136008,2019-12-21T08:42:35.083000,35.90278,-117.68097,6.561,-0.016,1,3,3,0.0,0.01
awr_136009,2019-12-21T08:42:38.264000,35.64437,-117.45311,6.7,0.451,9,50,54,0.02,0.01
awr_136010,2019-12-21T08:44:54.413000,35.6404,-117.44241,5.544,0.022,1,2,4,0.01,0.06
awr_136011,2019-12-21T08:46:52.956000,35.73225,-117.58142,11.648,0.588,2,3,9,0.0,0.0
awr_136012,2019-12-21T08:48:31.923000,35.7139,-117.57497,8.969,0.192,24,69,125,0.01,0.03
awr_136013,2019-12-21T08:49:37.479000,35.68077,-117.49681,6.534,1.506,23,115,72,0.04,0.09
awr_136014,2019-12-21T08:49:53.737000,35.64591,-117.45001,6.99,1.484,8,32,38,0.01,0.04
awr_136015,2019-12-21T08:54:59.276000,35.71431,-117.4703,5.627,0.986,45,217,279,0.03,0.04
awr_136016,2019-12-21T08:55:50.398000,35.64865,-117.46205,5.129,0.096,4,21,21,0.01,0.01
awr_136017,2019-12-21T08:56:05.761000,35.59053,-117.37863,5.943,0.125,4,13,15,0.02,0.01
awr_136018,2019-12-21T08:56:35.887000,35.67201,-117.46654,9.691,0.674,31,140,224,0.02,0.01
awr_136019,2019-12-21T08:56:52.961000,35.64792,-117.44459,5.86,0.347,1,0,6,0.0,0.01
awr_136020,2019-12-21T08:57:54.326000,35.98617,-117.31283,5.688,0.858,6,15,34,0.04,0.04
awr_136021,2019-12-21T09:00:07.171000,35.70544,-117.57116,6.48,0.656,47,225,239,0.03,0.03
awr_136022,2019-12-21T09:01:07.910000,35.6657,-117.56081,8.187,0.586,40,191,246,0.01,0.02
awr_136023,2019-12-21T09:01:51.537000,35.87553,-117.67434,7.23,0.336,15,66,128,0.01,0.03
awr_136024,2019-12-21T09:02:11.475000,35.64798,-117.45382,7.237,0.121,4,18,10,0.01,0.01
awr_136025,2019-12-21T09:08:51.639000,35.64923,-117.44664,6.207,0.243,6,10,40,0.02,0.01
awr_136026,2019-12-21T09:09:03.708000,35.64848,-117.44701,6.21,-0.204,3,7,15,0.04,0.08
awr_136027,2019-12-21T09:13:13.278000,35.65043,-117.4498,6.605,0.425,3,8,12,0.01,0.04
awr_136028,2019-12-21T09:15:22.173000,35.75459,-117.5553,10.791,0.53,1,2,7,0.04,0.01
awr_136029,2019-12-21T09:16:31.081000,35.64432,-117.45413,6.487,-0.076,4,11,23,0.01,0.01
awr_136030,2019-12-21T09:19:04.233000,35.6505,-117.44348,6.35,0.04,2,4,10,0.01,0.02
awr_136031,2019-12-21T09:19:20.724000,35.64723,-117.44894,6.852,0.489,4,17,20,0.1,0.02
awr_136032,2019-12-21T09:20:49.686000,35.64931,-117.4546,5.468,-0.008,2,4,11,0.01,0.03
awr_136033,2019-12-21T09:23:40.744000,35.64402,-117.45795,6.686,0.134,2,2,10,0.01,0.04
awr_136034,2019-12-21T09:25:56.257000,35.62166,-117.41286,6.816,-0.184,3,8,16,0.01,0.01
awr_136035,2019-12-21T09:30:05.375000,35.87509,-117.67413,7.346,0.207,4,11,21,0.01,0.01
awr_136036,2019-12-21T09:31:47.626000,35.69688,-117.52878,7.496,0.633,4,13,26,0.01,0.01
awr_136037,2019-12-21T09:32:40.044000,35.65011,-117.44618,6.359,0.598,6,18,30,0.01,0.02
awr_136038,2019-12-21T09:33:14.042000,35.86551,-117.69272,8.294,0.555,11,27,62,0.02,0.03
awr_136039,2019-12-21T09:34:20.830000,35.91213,-117.7053,5.829,1.274,52,495,559,0.01,0.02
awr_136040,2019-12-21T09:36:20.094000,35.6478,-117.45087,5.7,0.578,5,10,22,0.01,0.02
awr_136041,2019-12-21T09:39:44.041000,35.64858,-117.45244,7.113,0.007,2,5,9,0.01,0.01
awr_136042,2019-12-21T09:40:14.743000,35.69423,-117.51905,10.11,0.133,17,54,62,0.01,0.02
awr_136043,2019-12-21T09:42:43.506000,35.64544,-117.46032,7.964,0.972,36,204,144,0.03,0.03
awr_136044,2019-12-21T09:43:12.847000,35.68582,-117.48341,8.27,-0.048,10,40,30,0.02,0.03
awr_136045,2019-12-21T09:50:09.056000,35.33859,-117.84092,6.564,0.822,1,2,5,0.0,0.01
awr_136046,2019-12-21T09:53:42.632000,35.59945,-117.46976,6.987,0.195,6,22,18,0.03,0.01
awr_136047,2019-12-21T09:59:27.971000,35.64962,-117.44303,6.307,1.179,15,44,102,0.07,0.06
awr_136048,2019-12-21T10:01:16.415000,35.64087,-117.46468,7.248,0.644,56,227,361,0.04,0.04
awr_136049,2019-12-21T10:02:10.079000,35.91371,-117.70654,5.724,0.766,44,235,408,0.02,0.03
awr_136050,2019-12-21T10:03:51.045000,35.87558,-117.67484,7.277,0.17,9,41,62,0.01,0.01
awr_136051,2019-12-21T10:05:58.673000,35.67032,-117.46359,9.657,-0.048,10,29,51,0.01,0.02
awr_136052,2019-12-21T10:06:32.195000,35.71061,-117.55177,10.954,0.496,4,10,20,0.02,0.01
awr_136053,2019-12-21T10:11:16.711000,35.62998,-117.59551,11.377,0.471,51,166,234,0.02,0.01
awr_136054,2019-12-21T10:11:31.164000,35.73545,-117.53341,7.591,-0.029,3,5,18,0.01,0.01
awr_136055,2019-12-21T10:11:44.903000,36.17296,-118.08132,2.464,1.309,33,119,184,0.03,0.02
awr_136056,2019-12-21T10:12:10.538000,35.63671,-117.42555,6.314,0.764,27,76,210,0.03,0.04
awr_136057,2019-12-21T10:15:14.269000,35.64141,-117.44659,5.59,0.093,5,17,33,0.06,0.04
awr_136058,2019-12-21T10:15:20.681000,35.64986,-117.44259,6.363,0.356,8,14,40,0.02,0.02
awr_136059,2019-12-21T10:20:27.968000,35.6488,-117.49304,7.865,-0.068,5,10,24,0.01,0.01
awr_136060,2019-12-21T10:21:00.657000,35.39411,-117.74631,8.722,0.683,2,1,13,0.02,0.01
awr_136061,2019-12-21T10:26:37.050000,35.64997,-117.44493,6.214,-0.082,11,33,54,0.01,0.03
awr_136062,2019-12-21T10:26:55.465000,35.65032,-117.44441,6.17,-0.278,7,22,28,0.02,0.02
awr_136063,2019-12-21T10:27:10.282000,35.86019,-117.68506,8.057,0.191,18,49,87,0.01,0.01
awr_136064,2019-12-21T10:28:46.987000,35.65222,-117.4436,6.293,0.144,7,33,33,0.01,0.01
awr_136065,2019-12-21T10:34:50.518000,35.64275,-117.43784,6.152,0.786,33,157,160,0.04,0.05
awr_136066,2019-12-21T10:37:00.691000,35.63863,-117.44769,6.357,-0.301,5,18,21,0.01,0.02
awr_136067,2019-12-21T10:38:53.816000,35.70955,-117.56723,11.458,0.295,64,84,551,0.01,0.01
awr_136068,2019-12-21T10:40:23.784000,35.89895,-117.6993,9.609,1.762,50,372,322,0.03,0.04
awr_136069,2019-12-21T10:42:06.741000,35.876,-117.67436,7.359,0.369,6,23,35,0.01,0.01
awr_136070,2019-12-21T10:42:30.257000,35.65182,-117.44372,6.077,-0.014,2,5,7,0.01,0.0
awr_136071,2019-12-21T10:44:40.932000,35.62922,-117.46206,6.716,-0.017,3,9,12,0.03,0.01
awr_136072,2019-12-21T10:45:10.632000,35.64784,-117.45286,5.895,-0.129,1,1,5,0.02,0.01
awr_136073,2019-12-21T10:47:53.904000,35.64954,-117.44465,6.354,-0.076,4,8,25,0.03,0.02
awr_136074,2019-12-21T10:48:21.335000,35.66459,-117.56157,8.313,0.055,26,84,154,0.01,0.01
awr_136075,2019-12-21T10:51:35.693000,35.91059,-117.70426,5.978,0.431,52,185,239,0.02,0.02
awr_136076,2019-12-21T10:53:42.025000,35.71069,-117.49556,13.273,0.395,5,11,28,0.01,0.04
awr_136077,2019-12-21T10:54:36.708000,35.71068,-117.495,13.293,0.172,6,21,41,0.01,0.01
awr_136078,2019-12-21T10:57:28.517000,35.90107,-117.71146,6.631,0.686,23,61,158,0.01,0.01
awr_136079,2019-12-21T10:57:50.091000,35.83178,-117.6462,8.314,1.233,32,191,219,0.02,0.03
awr_136080,2019-12-21T11:01:21.015000,35.64103,-117.57165,9.859,0.316,30,81,153,0.01,0.01
awr_136081,2019-12-21T11:10:42.745000,35.78113,-117.58057,12.571,0.473,8,31,70,0.01,0.01
awr_136082,2019-12-21T11:14:30.259000,36.10348,-117.85333,4.369,1.253,44,141,259,0.02,0.02
awr_136083,2019-12-21T11:17:10.343000,35.64375,-117.43726,6.614,-0.215,1,3,4,0.03,0.01
awr_136084,2019-12-21T11:22:51.251000,35.67274,-117.54089,8.013,-0.018,1,2,4,0.0,0.0
awr_136085,2019-12-21T11:25:46.354000,36.10285,-117.85885,3.928,0.655,24,74,105,0.03,0.03
awr_136086,2019-12-21T11:26:41.059000,35.68866,-117.56252,5.845,-0.039,37,154,245,0.01,0.02
awr_136087,2019-12-21T11:28:59.851000,35.86928,-117.69145,9.041,0.294,25,115,109,0.01,0.01
awr_136088,2019-12-21T11:29:10.108000,35.71918,-117.57098,8.051,0.018,2,7,12,0.03,0.07
awr_136089,2019-12-21T11:31:34.150000,35.64783,-117.45386,5.843,-0.178,4,8,16,0.01,0.01
awr_136090,2019-12-21T11:34:39.647000,35.83163,-117.64625,8.116,0.135,1,0,7,0.0,0.01
awr_136091,2019-12-21T11:38:05.709000,35.6093,-117.58544,8.608,0.538,83,450,460,0.01,0.02
awr_136092,2019-12-21T11:39:52.420000,35.87527,-117.67476,7.372,0.158,19,84,143,0.01,0.01
awr_136093,2019-12-21T11:40:52.444000,35.65058,-117.4457,6.231,0.473,5,15,23,0.01,0.03
awr_136094,2019-12-21T11:47:54.493000,35.90478,-117.74133,9.714,0.624,62,187,454,0.01,0.02
awr_136095,2019-12-21T11:50:01.598000,35.87483,-117.6744,7.333,0.384,7,25,34,0.01,0.01
awr_136096,2019-12-21T11:52:43.040000,35.6311,-117.57116,10.069,0.058,8,24,29,0.02,0.02
awr_136097,2019-12-21T11:54:34.722000,35.62315,-117.47019,10.037,-0.061,31,116,143,0.01,0.01
awr_136098,2019-12-21T11:58:19.209000,35.60727,-117.47271,9.972,0.112,3,7,12,0.01,0.01
awr_136099,2019-12-21T12:01:21.084000,35.64946,-117.44738,6.276,0.254,10,31,62,0.01,0.02
awr_136100,2019-12-21T12:02:01.596000,35.79367,-117.60867,8.475,0.448,18,66,144,0.04,0.01
awr_136101,2019-12-21T12:03:07.563000,36.1091,-117.84981,4.96,0.353,27,86,115,0.01,0.02
awr_136102,2019-12-21T12:04:53.705000,35.89481,-117.73732,9.942,0.446,5,10,22,0.01,0.03
awr_136103,2019-12-21T12:06:41.370000,35.90675,-117.71557,10.103,0.145,7,15,38,0.04,0.02
awr_136104,2019-12-21T12:07:03.554000,35.6477,-117.45385,5.831,1.236,10,46,58,0.01,0.03
awr_136105,2019-12-21T12:07:15.865000,35.87523,-117.67538,7.188,0.991,29,171,434,0.01,0.02
awr_136106,2019-12-21T12:10:00.057000,35.64199,-117.45591,8.903,0.159,2,5,12,0.01,0.01
awr_136107,2019-12-21T12:11:29.562000,35.87487,-117.6755,7.215,0.231,15,16,90,0.01,0.01
awr_136108,2019-12-21T12:13:35.792000,35.67216,-117.51516,5.723,0.611,3,16,7,0.02,0.02
awr_136109,2019-12-21T12:14:41.151000,35.90117,-117.68328,5.884,0.449,3,8,12,0.01,0.01
awr_136110,2019-12-21T12:17:45.464000,35.87531,-117.6752,7.156,0.461,16,90,149,0.01,0.01
awr_136111,2019-12-21T12:20:40.465000,35.82457,-117.62533,6.509,0.186,1,3,7,0.01,0.02
awr_136112,2019-12-21T12:23:12.993000,35.87552,-117.67518,7.236,0.399,8,37,67,0.01,0.01
awr_136113,2019-12-21T12:24:15.540000,35.651,-117.44302,6.191,-0.07,9,29,35,0.02,0.02
awr_136114,2019-12-21T12:25:35.777000,35.9227,-117.76026,5.718,0.266,1,2,4,0.0,0.0
awr_136115,2019-12-21T12:26:10.630000,35.87549,-117.67521,7.226,0.321,9,31,47,0.01,0.01
awr_136116,2019-12-21T12:26:29.097000,35.6467,-117.45462,5.859,0.258,4,19,25,0.01,0.01
awr_136117,2019-12-21T12:27:27.563000,35.66367,-117.47088,8.465,0.045,8,33,24,0.01,0.01
awr_136118,2019-12-21T12:27:38.503000,35.6498,-117.44104,6.442,0.093,12,30,52,0.03,0.05
awr_136119,2019-12-21T12:28:51.063000,35.64838,-117.44369,6.635,0.06,3,12,14,0.01,0.04
awr_136120,2019-12-21T12:29:51.434000,35.64456,-117.45443,5.998,0.428,2,4,15,0.01,0.01
awr_136121,2019-12-21T12:30:51.402000,35.86951,-117.69169,8.865,0.314,5,19,17,0.01,0.01
awr_136122,2019-12-21T12:30:54.773000,35.64771,-117.45389,5.861,0.827,13,71,71,0.02,0.04
awr_136123,2019-12-21T12:31:16.763000,35.87105,-117.69907,8.319,0.857,59,285,283,0.02,0.04
awr_136124,2019-12-21T12:32:30.219000,35.6057,-117.59146,7.177,0.419,102,534,487,0.02,0.02
awr_136125,2019-12-21T12:33:53.161000,35.68498,-117.52262,4.322,0.319,3,17,23,0.01,0.01
awr_136126,2019-12-21T12:36:12.616000,35.60008,-117.40169,9.739,0.663,17,87,47,0.01,0.02
awr_136127,2019-12-21T12:39:33.113000,35.64685,-117.45489,5.843,0.513,6,20,40,0.04,0.01
awr_136128,2019-12-21T12:40:06.079000,35.83882,-117.629,10.757,0.298,2,4,8,0.01,0.01
awr_136129,2019-12-21T12:48:48.529000,35.64691,-117.45986,4.442,-0.152,1,2,4,0.01,0.0
awr_136130,2019-12-21T12:49:04.300000,35.87696,-117.6752,7.105,0.117,10,29,63,0.01,0.01
awr_136131,2019-12-21T12:50:35.168000,35.90825,-117.69946,6.108,0.359,37,148,225,0.01,0.02
awr_136132,2019-12-21T12:53:29.728000,35.87538,-117.67441,7.395,0.426,25,111,232,0.01,0.01
awr_136133,2019-12-21T12:56:02.309000,35.68846,-117.5626,5.832,0.368,39,187,263,0.01,0.01
awr_136134,2019-12-21T13:01:09.647000,35.6497,-117.4555,5.98,0.017,1,1,5,0.01,0.01
awr_136135,2019-12-21T13:03:03.842000,36.11431,-117.85094,4.229,0.133,31,76,158,0.03,0.02
awr_136136,2019-12-21T13:04:25.565000,35.67417,-117.51698,11.566,0.687,8,35,13,0.02,0.06
awr_136137,2019-12-21T13:07:37.147000,35.66634,-117.46645,9.345,0.233,15,46,79,0.01,0.02
awr_136138,2019-12-21T13:24:49.702000,35.8755,-117.67423,7.204,0.414,8,22,64,0.01,0.02
awr_136139,2019-12-21T13:27:10.758000,36.09294,-117.86498,4.428,0.79,33,135,168,0.03,0.02
awr_136140,2019-12-21T13:31:21.039000,35.91165,-117.7204,6.914,0.216,20,65,90,0.01,0.01
awr_136141,2019-12-21T13:31:54.231000,35.8335,-117.65593,10.0,0.273,4,4,28,0.01,0.01
awr_136142,2019-12-21T13:33:07.459000,35.60567,-117.59177,7.311,1.269,119,864,884,0.02,0.02
awr_136143,2019-12-21T13:33:48.071000,35.69506,-117.51784,10.495,0.303,25,62,108,0.01,0.03
awr_136144,2019-12-21T13:39:08.976000,35.8336,-117.65555,9.847,0.475,8,15,47,0.01,0.01
awr_136145,2019-12-21T13:40:17.973000,35.87533,-117.67391,7.318,0.552,1,1,5,0.0,0.0
awr_136146,2019-12-21T13:40:50.076000,36.1127,-117.8427,3.461,1.005,15,66,118,0.03,0.02
awr_136147,2019-12-21T13:43:52.498000,36.11273,-117.84259,3.485,0.803,18,52,116,0.03,0.03
awr_136148,2019-12-21T13:48:40.866000,36.04141,-117.31175,4.648,1.088,16,71,86,0.01,0.04
awr_136149,2019-12-21T13:48:59.065000,35.80002,-117.59635,9.582,0.358,1,1,5,0.01,0.01
awr_136150,2019-12-21T13:55:07.704000,35.90195,-117.7313,7.505,0.307,13,22,65,0.01,0.01
awr_136151,2019-12-21T14:02:07.942000,35.83366,-117.65527,9.761,0.698,36,201,276,0.01,0.03
awr_136152,2019-12-21T14:08:44.209000,35.83411,-117.65553,9.755,1.735,37,250,242,0.02,0.05
awr_136153,2019-12-21T14:09:05.872000,35.91506,-117.70607,6.14,0.569,31,78,208,0.01,0.03
awr_136154,2019-12-21T14:15:06.763000,35.87311,-117.67447,7.411,0.167,32,107,172,0.01,0.01
awr_136155,2019-12-21T14:16:23.518000,35.87282,-117.67453,7.399,-0.043,10,31,45,0.01,0.01
awr_136156,2019-12-21T14:22:35.405000,35.87296,-117.67494,7.331,0.277,11,41,61,0.01,0.01
awr_136157,2019-12-21T14:27:23.675000,35.66518,-117.48322,6.122,-0.063,11,54,43,0.02,0.03
awr_136158,2019-12-21T14:29:17.411000,35.61881,-117.45907,10.135,0.345,5,12,19,0.01,0.01
awr_136159,2019-12-21T14:32:21.307000,35.87719,-117.67525,7.002,0.448,5,14,20,0.02,0.03
awr_136160,2019-12-21T14:35:31.044000,35.64719,-117.45157,6.39,0.067,1,2,6,0.0,0.0
awr_136161,2019-12-21T14:36:24.769000,35.68481,-117.52289,4.298,0.078,3,13,17,0.01,0.01
awr_136162,2019-12-21T14:41:49.038000,35.64418,-117.45443,6.485,0.781,18,111,105,0.02,0.02
awr_136163,2019-12-21T14:45:28.464000,35.6056,-117.48541,8.659,0.236,20,89,67,0.01,0.02
awr_136164,2019-12-21T14:47:11.031000,35.9684,-117.32683,6.303,0.703,54,274,400,0.01,0.01
awr_136165,2019-12-21T14:48:04.058000,35.8755,-117.67455,7.437,0.382,4,13,18,0.0,0.01
awr_136166,2019-12-21T14:48:43.072000,35.64421,-117.4586,5.958,0.35,2,3,9,0.02,0.03
awr_136167,2019-12-21T14:52:09.562000,35.59188,-117.60536,5.5,0.621,12,45,58,0.01,0.02
awr_136168,2019-12-21T14:57:53.688000,35.99577,-117.31304,4.037,0.91,28,101,202,0.01,0.01
awr_136169,2019-12-21T14:58:13.724000,35.67568,-117.54989,8.018,0.342,35,113,186,0.01,0.03
awr_136170,2019-12-21T15:02:16.684000,35.84622,-117.65577,7.573,0.415,8,19,44,0.01,0.01
awr_136171,2019-12-21T15:10:10.396000,35.55316,-117.38413,4.264,1.641,35,130,244,0.03,0.04
awr_136172,2019-12-21T15:14:56.142000,35.73301,-117.52894,8.942,-0.145,6,23,23,0.01,0.01
awr_136173,2019-12-21T15:18:45.764000,35.89775,-117.70718,8.32,0.486,57,289,252,0.02,0.03
awr_136174,2019-12-21T15:21:32.598000,35.65284,-117.45908,2.097,-0.39,1,4,5,0.02,0.01
awr_136175,2019-12-21T15:33:06.400000,35.68221,-117.46151,4.9,-0.294,5,19,33,0.03,0.01
awr_136176,2019-12-21T15:33:44.916000,35.9208,-117.74397,6.852,0.013,1,1,8,0.0,0.0
awr_136177,2019-12-21T15:33:49.678000,35.43529,-117.27984,5.202,1.03,3,12,20,0.0,0.01
awr_136178,2019-12-21T15:34:02.690000,35.6822,-117.46147,4.896,0.707,16,60,108,0.04,0.01
awr_136179,2019-12-21T15:34:20.199000,35.87588,-117.67474,7.35,0.16,6,13,30,0.01,0.01
awr_136180,2019-12-21T15:34:38.443000,35.6482,-117.44696,6.302,-0.191,7,18,34,0.01,0.05
awr_136181,2019-12-21T15:37:20.826000,35.62335,-117.44046,8.825,0.244,3,10,10,0.01,0.01
awr_136182,2019-12-21T15:39:29.230000,35.90348,-117.6823,5.44,0.318,6,26,22,0.02,0.05
awr_136183,2019-12-21T15:40:03.699000,35.83325,-117.65491,9.761,0.19,7,12,37,0.01,0.01
