#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName | EventType
2016p933223|2016-12-11T07:01:24|-41.558|174.411|18.6|GNS|GNS|GNS|2016p933223|M|2.2|GNS|30 km north-east of Seddon|unknown
2016p933254|2016-12-11T07:18:00|-41.588|174.388|29.8|GNS|GNS|GNS|2016p933254|M|1.8|GNS|25 km east of Seddon|unknown
2016p933277|2016-12-11T07:30:20|-42.337|173.766|20.5|GNS|GNS|GNS|2016p933277|M|2.3|GNS|5 km north-east of Kaikoura|unknown
2016p933291|2016-12-11T07:37:33|-42.424|173.567|7.5|GNS|GNS|GNS|2016p933291|M|3.1|GNS|5 km west of Kaikoura|earthquake
2016p933305|2016-12-11T07:45:24|-42.227|173.606|5.0|GNS|GNS|GNS|2016p933305|M|2.9|GNS|20 km north of Kaikoura|earthquake
2016p933316|2016-12-11T07:50:49|-42.345|173.815|24.2|GNS|GNS|GNS|2016p933316|M|2.5|GNS|10 km north-east of Kaikoura|unknown
2016p933324|2016-12-11T07:55:15|-42.322|173.644|26.6|GNS|GNS|GNS|2016p933324|M|2.7|GNS|5 km north of Kaikoura|unknown
2016p933375|2016-12-11T08:22:29|-41.714|174.240|16.7|GNS|GNS|GNS|2016p933375|M|2.0|GNS|10 km east of Seddon|unknown
2016p933497|2016-12-11T09:27:31|-41.628|174.308|9.2|GNS|GNS|GNS|2016p933497|M|3.1|GNS|20 km east of Seddon|earthquake
2016p933511|2016-12-11T09:34:57|-41.758|174.231|5.5|GNS|GNS|GNS|2016p933511|M|2.9|GNS|15 km south-east of Seddon|earthquake
2016p933525|2016-12-11T09:42:07|-42.686|172.801|19.5|GNS|GNS|GNS|2016p933525|M|2.5|GNS|10 km north of Culverden|unknown
2016p933526|2016-12-11T09:43:07|-41.643|174.380|11.6|GNS|GNS|GNS|2016p933526|M|2.0|GNS|25 km east of Seddon|unknown
2016p933559|2016-12-11T10:00:43|-42.215|173.567|21.4|GNS|GNS|GNS|2016p933559|M|2.3|GNS|20 km north-west of Kaikoura|unknown
2016p933570|2016-12-11T10:06:11|-41.622|174.387|15.1|GNS|GNS|GNS|2016p933570|M|2.5|GNS|25 km east of Seddon|unknown
2016p933578|2016-12-11T10:10:33|-42.706|172.690|17.7|GNS|GNS|GNS|2016p933578|M|2.3|GNS|15 km north-west of Culverden|unknown
2016p933582|2016-12-11T10:12:29|-42.717|172.940|19.5|GNS|GNS|GNS|2016p933582|M|2.4|GNS|10 km north-east of Culverden|unknown
2016p933623|2016-12-11T10:34:46|-41.767|174.050|13.7|GNS|GNS|GNS|2016p933623|M|1.8|GNS|10 km south of Seddon|unknown
2016p933624|2016-12-11T10:35:10|-42.370|173.624|18.6|GNS|GNS|GNS|2016p933624|M|2.2|GNS|5 km north-west of Kaikoura|unknown
2016p933667|2016-12-11T10:58:08|-42.258|173.816|19.5|GNS|GNS|GNS|2016p933667|M|2.2|GNS|15 km north-east of Kaikoura|unknown
2016p933674|2016-12-11T11:01:42|-41.633|174.295|15.3|GNS|GNS|GNS|2016p933674|M|1.7|GNS|15 km east of Seddon|unknown
2016p933692|2016-12-11T11:11:30|-42.171|173.674|27.0|GNS|GNS|GNS|2016p933692|M|2.4|GNS|25 km north of Kaikoura|unknown
2016p933699|2016-12-11T11:15:19|-42.470|173.381|5.0|GNS|GNS|GNS|2016p933699|M|2.5|GNS|25 km west of Kaikoura|earthquake
2016p933715|2016-12-11T11:23:22|-42.258|173.504|34.1|GNS|GNS|GNS|2016p933715|M|2.7|GNS|20 km north-west of Kaikoura|unknown
2016p933726|2016-12-11T11:29:24|-42.019|173.806|5.0|GNS|GNS|GNS|2016p933726|M|2.5|GNS|40 km north of Kaikoura|earthquake
2016p933727|2016-12-11T11:29:50|-42.377|173.503|6.3|GNS|GNS|GNS|2016p933727|M|3.0|GNS|10 km west of Kaikoura|earthquake
2016p933747|2016-12-11T11:40:26|-42.419|173.766|28.4|GNS|GNS|GNS|2016p933747|M|2.5|GNS|5 km east of Kaikoura|unknown
2016p933749|2016-12-11T11:41:48|-42.322|173.812|29.8|GNS|GNS|GNS|2016p933749|M|2.8|GNS|10 km north-east of Kaikoura|unknown
2016p933754|2016-12-11T11:44:33|-41.685|173.843|32.7|GNS|GNS|GNS|2016p933754|M|1.7|GNS|15 km west of Seddon|unknown
2016p933809|2016-12-11T12:13:34|-41.843|173.973|23.3|GNS|GNS|GNS|2016p933809|M|2.7|GNS|20 km south-west of Seddon|unknown
2016p933834|2016-12-11T12:26:51|-41.601|174.398|5.0|GNS|GNS|GNS|2016p933834|M|3.3|GNS|25 km east of Seddon|earthquake
2016p933857|2016-12-11T12:39:26|-42.452|173.410|18.1|GNS|GNS|GNS|2016p933857|M|2.2|GNS|20 km west of Kaikoura|unknown
2016p933887|2016-12-11T12:55:26|-41.741|174.307|5.2|GNS|GNS|GNS|2016p933887|M|1.7|GNS|20 km east of Seddon|unknown
2016p933900|2016-12-11T13:02:00|-42.588|172.642|13.9|GNS|GNS|GNS|2016p933900|M|2.4|GNS|15 km south-west of Hanmer Springs|unknown
2016p933914|2016-12-11T13:09:32|-41.828|174.056|13.9|GNS|GNS|GNS|2016p933914|M|1.6|GNS|15 km south of Seddon|unknown
2016p933924|2016-12-11T13:14:42|-42.679|172.789|18.6|GNS|GNS|GNS|2016p933924|M|2.7|GNS|10 km north-west of Culverden|unknown
2016p933938|2016-12-11T13:22:22|-41.770|174.244|19.5|GNS|GNS|GNS|2016p933938|M|2.7|GNS|15 km south-east of Seddon|unknown
2016p933954|2016-12-11T13:30:47|-42.182|173.604|26.1|GNS|GNS|GNS|2016p933954|M|2.8|GNS|25 km north of Kaikoura|unknown
2016p933963|2016-12-11T13:35:32|-41.728|174.405|9.2|GNS|GNS|GNS|2016p933963|M|1.7|GNS|25 km east of Seddon|unknown
2016p933973|2016-12-11T13:40:56|-42.645|172.866|5.0|GNS|GNS|GNS|2016p933973|M|2.4|GNS|10 km south of Hanmer Springs|earthquake
2016p934026|2016-12-11T14:09:22|-42.523|173.398|5.0|GNS|GNS|GNS|2016p934026|M|3.2|GNS|25 km south-west of Kaikoura|earthquake
2016p934050|2016-12-11T14:21:55|-42.732|172.937|40.6|GNS|GNS|GNS|2016p934050|M|2.7|GNS|5 km north-east of Culverden|unknown
2016p934059|2016-12-11T14:27:08|-41.821|174.255|16.7|GNS|GNS|GNS|2016p934059|M|1.9|GNS|20 km south-east of Seddon|unknown
2016p934072|2016-12-11T14:33:55|-41.799|174.101|21.2|GNS|GNS|GNS|2016p934072|M|2.3|GNS|10 km south of Seddon|unknown
2016p934077|2016-12-11T14:36:36|-42.316|173.607|25.2|GNS|GNS|GNS|2016p934077|M|2.8|GNS|10 km north-west of Kaikoura|unknown
2016p934134|2016-12-11T15:07:05|-41.750|174.352|14.8|GNS|GNS|GNS|2016p934134|M|2.4|GNS|25 km east of Seddon|unknown
2016p934144|2016-12-11T15:12:14|-42.078|173.682|13.9|GNS|GNS|GNS|2016p934144|M|2.0|GNS|35 km north of Kaikoura|unknown
2016p934149|2016-12-11T15:14:47|-41.728|174.250|8.5|GNS|GNS|GNS|2016p934149|M|2.3|GNS|15 km south-east of Seddon|unknown
2016p934156|2016-12-11T15:18:22|-41.635|174.289|14.8|GNS|GNS|GNS|2016p934156|M|1.8|GNS|15 km east of Seddon|unknown
2016p934176|2016-12-11T15:29:03|-42.066|174.070|14.8|GNS|GNS|GNS|2016p934176|M|2.6|GNS|40 km south of Seddon|unknown
2016p934178|2016-12-11T15:30:14|-42.147|173.902|5.5|GNS|GNS|GNS|2016p934178|M|2.3|GNS|30 km north-east of Kaikoura|unknown
2016p934181|2016-12-11T15:31:48|-41.926|174.029|49.1|GNS|GNS|GNS|2016p934181|M|2.0|GNS|25 km south of Seddon|unknown
2016p934183|2016-12-11T15:32:46|-42.271|173.801|23.3|GNS|GNS|GNS|2016p934183|M|2.1|GNS|15 km north-east of Kaikoura|unknown
2016p934199|2016-12-11T15:41:34|-42.665|172.873|23.3|GNS|GNS|GNS|2016p934199|M|2.6|GNS|10 km north of Culverden|unknown
2016p934216|2016-12-11T15:50:32|-42.681|172.846|13.9|GNS|GNS|GNS|2016p934216|M|2.3|GNS|10 km north of Culverden|unknown
2016p934235|2016-12-11T16:00:47|-41.683|174.436|12.0|GNS|GNS|GNS|2016p934235|M|1.6|GNS|30 km east of Seddon|unknown
2016p934239|2016-12-11T16:02:58|-41.653|174.292|13.4|GNS|GNS|GNS|2016p934239|M|1.6|GNS|15 km east of Seddon|unknown
2016p934253|2016-12-11T16:10:02|-41.919|173.974|25.2|GNS|GNS|GNS|2016p934253|M|2.3|GNS|25 km south of Seddon|unknown
2016p934274|2016-12-11T16:21:21|-41.890|174.102|28.9|GNS|GNS|GNS|2016p934274|M|2.4|GNS|20 km south of Seddon|unknown
2016p934302|2016-12-11T16:36:20|-41.724|174.208|6.2|GNS|GNS|GNS|2016p934302|M|1.4|GNS|10 km south-east of Seddon|unknown
2016p934306|2016-12-11T16:38:19|-41.790|174.223|17.7|GNS|GNS|GNS|2016p934306|M|2.3|GNS|15 km south-east of Seddon|unknown
2016p934340|2016-12-11T16:56:48|-42.008|173.818|21.4|GNS|GNS|GNS|2016p934340|M|2.1|GNS|40 km south-west of Seddon|unknown
2016p934460|2016-12-11T18:00:33|-42.211|173.668|23.3|GNS|GNS|GNS|2016p934460|M|2.3|GNS|20 km north of Kaikoura|unknown
2016p934475|2016-12-11T18:08:31|-42.370|173.873|27.0|GNS|GNS|GNS|2016p934475|M|2.6|GNS|15 km east of Kaikoura|unknown
2016p934527|2016-12-11T18:36:08|-42.323|174.099|35.5|GNS|GNS|GNS|2016p934527|M|2.7|GNS|35 km east of Kaikoura|unknown
2016p934568|2016-12-11T18:57:56|-41.636|174.242|14.6|GNS|GNS|GNS|2016p934568|M|2.0|GNS|10 km east of Seddon|unknown
2016p934629|2016-12-11T19:30:39|-41.935|174.052|15.8|GNS|GNS|GNS|2016p934629|M|2.2|GNS|25 km south of Seddon|unknown
2016p934645|2016-12-11T19:38:55|-41.721|174.116|22.1|GNS|GNS|GNS|2016p934645|M|2.2|GNS|5 km south-east of Seddon|unknown
2016p934724|2016-12-11T20:21:13|-41.722|174.276|9.5|GNS|GNS|GNS|2016p934724|M|1.9|GNS|15 km east of Seddon|unknown
2016p934873|2016-12-11T21:40:23|-41.693|174.330|22.3|GNS|GNS|GNS|2016p934873|M|1.9|GNS|20 km east of Seddon|unknown
2016p934945|2016-12-11T22:18:43|-42.492|173.591|13.0|GNS|GNS|GNS|2016p934945|M|2.7|GNS|10 km south-west of Kaikoura|unknown
2016p934971|2016-12-11T22:33:10|-42.050|173.761|29.8|GNS|GNS|GNS|2016p934971|M|2.5|GNS|35 km north of Kaikoura|unknown
2016p935119|2016-12-11T23:51:32|-42.689|172.769|10.2|GNS|GNS|GNS|2016p935119|M|2.3|GNS|10 km north-west of Culverden|unknown
2016p935133|2016-12-11T23:58:55|-42.242|173.656|22.8|GNS|GNS|GNS|2016p935133|M|2.4|GNS|15 km north of Kaikoura|unknown
2016p935154|2016-12-12T00:10:16|-41.764|174.220|8.0|GNS|GNS|GNS|2016p935154|M|2.3|GNS|15 km south-east of Seddon|unknown
2016p935161|2016-12-12T00:14:01|-41.818|174.057|27.0|GNS|GNS|GNS|2016p935161|M|1.9|GNS|15 km south of Seddon|unknown
2016p935174|2016-12-12T00:20:44|-42.260|172.949|14.8|GNS|GNS|GNS|2016p935174|M|2.7|GNS|30 km north of Hanmer Springs|unknown
2016p935218|2016-12-12T00:44:28|-41.727|174.244|12.0|GNS|GNS|GNS|2016p935218|M|2.1|GNS|15 km south-east of Seddon|unknown
2016p935360|2016-12-12T02:00:04|-41.706|174.316|14.8|GNS|GNS|GNS|2016p935360|M|2.0|GNS|20 km east of Seddon|unknown
2016p935373|2016-12-12T02:07:14|-42.288|173.792|19.5|GNS|GNS|GNS|2016p935373|M|2.2|GNS|15 km north-east of Kaikoura|unknown
2016p935378|2016-12-12T02:09:32|-41.738|174.051|32.7|GNS|GNS|GNS|2016p935378|M|2.1|GNS|5 km south of Seddon|unknown
2016p935401|2016-12-12T02:21:58|-42.293|173.623|17.7|GNS|GNS|GNS|2016p935401|M|2.2|GNS|10 km north of Kaikoura|unknown
2016p935426|2016-12-12T02:35:05|-41.977|173.723|17.2|GNS|GNS|GNS|2016p935426|M|2.3|GNS|40 km south-west of Seddon|unknown
2016p935438|2016-12-12T02:41:45|-41.710|174.340|17.7|GNS|GNS|GNS|2016p935438|M|2.4|GNS|20 km east of Seddon|unknown
2016p935531|2016-12-12T03:31:16|-41.873|174.093|17.7|GNS|GNS|GNS|2016p935531|M|2.6|GNS|20 km south of Seddon|unknown
2016p935566|2016-12-12T03:50:00|-41.694|174.262|27.0|GNS|GNS|GNS|2016p935566|M|1.6|GNS|15 km east of Seddon|unknown
2016p935580|2016-12-12T03:57:09|-42.381|173.597|7.8|GNS|GNS|GNS|2016p935580|M|2.4|GNS|5 km west of Kaikoura|unknown
2016p935636|2016-12-12T04:26:58|-41.903|173.983|24.2|GNS|GNS|GNS|2016p935636|M|2.4|GNS|25 km south of Seddon|unknown
2016p935647|2016-12-12T04:32:53|-41.999|173.794|19.1|GNS|GNS|GNS|2016p935647|M|2.8|GNS|40 km south-west of Seddon|unknown
2016p935679|2016-12-12T04:50:14|-42.541|173.208|18.6|GNS|GNS|GNS|2016p935679|M|2.5|GNS|30 km east of Hanmer Springs|unknown
2016p935695|2016-12-12T04:58:21|-42.684|173.021|39.7|GNS|GNS|GNS|2016p935695|M|2.8|GNS|15 km north-east of Culverden|unknown
2016p935705|2016-12-12T05:03:55|-42.165|173.575|20.5|GNS|GNS|GNS|2016p935705|M|2.4|GNS|25 km north of Kaikoura|unknown
2016p935722|2016-12-12T05:13:02|-42.679|172.829|5.5|GNS|GNS|GNS|2016p935722|M|2.9|GNS|10 km north of Culverden|earthquake
2016p935725|2016-12-12T05:14:21|-41.799|174.192|15.6|GNS|GNS|GNS|2016p935725|M|4.7|GNS|15 km south-east of Seddon|earthquake
2016p935743|2016-12-12T05:24:00|-41.669|174.154|15.1|GNS|GNS|GNS|2016p935743|M|2.1|GNS|5 km east of Seddon|earthquake
2016p935758|2016-12-12T05:31:55|-42.450|173.232|5.0|GNS|GNS|GNS|2016p935758|M|2.9|GNS|30 km east of Hanmer Springs|earthquake
2016p935780|2016-12-12T05:43:47|-41.487|174.366|33.6|GNS|GNS|GNS|2016p935780|M|2.1|GNS|30 km north-east of Seddon|unknown
2016p935800|2016-12-12T05:54:20|-42.301|173.547|14.8|GNS|GNS|GNS|2016p935800|M|2.4|GNS|15 km north-west of Kaikoura|unknown
2016p935813|2016-12-12T06:01:18|-42.237|174.268|29.4|GNS|GNS|GNS|2016p935813|M|2.6|GNS|50 km east of Kaikoura|unknown
2016p935840|2016-12-12T06:15:47|-42.039|173.744|28.9|GNS|GNS|GNS|2016p935840|M|2.6|GNS|40 km north of Kaikoura|unknown
2016p935856|2016-12-12T06:24:32|-42.255|173.854|22.8|GNS|GNS|GNS|2016p935856|M|2.4|GNS|20 km north-east of Kaikoura|unknown
2016p935920|2016-12-12T06:58:36|-42.284|173.884|5.0|GNS|GNS|GNS|2016p935920|M|2.4|GNS|20 km north-east of Kaikoura|earthquake
2016p935922|2016-12-12T06:59:32|-42.507|173.420|11.1|GNS|GNS|GNS|2016p935922|M|2.8|GNS|20 km south-west of Kaikoura|unknown
2016p935938|2016-12-12T07:08:15|-41.711|174.271|13.9|GNS|GNS|GNS|2016p935938|M|2.0|GNS|15 km east of Seddon|unknown
2016p935946|2016-12-12T07:12:05|-42.542|173.248|5.0|GNS|GNS|GNS|2016p935946|M|2.4|GNS|30 km north of Cheviot|earthquake
2016p935947|2016-12-12T07:12:28|-41.733|174.200|7.6|GNS|GNS|GNS|2016p935947|M|2.5|GNS|10 km south-east of Seddon|earthquake
2016p935965|2016-12-12T07:22:25|-41.626|174.296|14.6|GNS|GNS|GNS|2016p935965|M|2.1|GNS|15 km east of Seddon|unknown
2016p936003|2016-12-12T07:42:24|-42.408|173.686|11.1|GNS|GNS|GNS|2016p936003|M|2.5|GNS|Within 5 km of Kaikoura|unknown
2016p936029|2016-12-12T07:56:16|-41.655|174.181|23.3|GNS|GNS|GNS|2016p936029|M|1.8|GNS|5 km east of Seddon|unknown
2016p936046|2016-12-12T08:05:32|-42.296|174.134|17.2|GNS|GNS|GNS|2016p936046|M|2.7|GNS|35 km east of Kaikoura|unknown
2016p936054|2016-12-12T08:09:48|-41.831|174.043|14.8|GNS|GNS|GNS|2016p936054|M|1.4|GNS|15 km south of Seddon|unknown
2016p936074|2016-12-12T08:20:40|-41.673|174.333|12.2|GNS|GNS|GNS|2016p936074|M|3.8|GNS|20 km east of Seddon|earthquake
2016p936116|2016-12-12T08:42:39|-43.011|173.289|5.0|GNS|GNS|GNS|2016p936116|M|3.0|GNS|20 km south of Cheviot|earthquake
2016p936127|2016-12-12T08:49:18|-41.599|174.350|10.4|GNS|GNS|GNS|2016p936127|M|2.0|GNS|20 km east of Seddon|unknown
2016p936217|2016-12-12T09:36:49|-41.601|174.343|9.9|GNS|GNS|GNS|2016p936217|M|2.4|GNS|20 km east of Seddon|unknown
2016p936223|2016-12-12T09:40:01|-41.912|173.963|20.5|GNS|GNS|GNS|2016p936223|M|2.0|GNS|25 km south of Seddon|unknown
2016p936246|2016-12-12T09:52:23|-41.809|174.121|19.1|GNS|GNS|GNS|2016p936246|M|1.9|GNS|15 km south of Seddon|unknown
2016p936248|2016-12-12T09:53:07|-41.763|174.109|14.8|GNS|GNS|GNS|2016p936248|M|1.7|GNS|10 km south of Seddon|unknown
2016p936261|2016-12-12T10:00:17|-42.009|173.942|22.3|GNS|GNS|GNS|2016p936261|M|2.3|GNS|35 km south of Seddon|unknown
2016p936268|2016-12-12T10:04:03|-42.522|173.461|25.2|GNS|GNS|GNS|2016p936268|M|2.7|GNS|20 km south-west of Kaikoura|unknown
2016p936300|2016-12-12T10:20:58|-42.159|173.495|18.6|GNS|GNS|GNS|2016p936300|M|2.1|GNS|30 km north-west of Kaikoura|unknown
2016p936315|2016-12-12T10:28:40|-41.746|174.235|7.1|GNS|GNS|GNS|2016p936315|M|2.1|GNS|15 km south-east of Seddon|unknown
2016p936348|2016-12-12T10:46:23|-41.847|174.140|12.0|GNS|GNS|GNS|2016p936348|M|2.1|GNS|20 km south of Seddon|unknown
2016p936435|2016-12-12T11:32:34|-41.816|174.107|21.4|GNS|GNS|GNS|2016p936435|M|2.3|GNS|15 km south of Seddon|unknown
2016p936463|2016-12-12T11:47:57|-41.750|174.229|13.0|GNS|GNS|GNS|2016p936463|M|1.6|GNS|15 km south-east of Seddon|unknown
2016p936481|2016-12-12T11:57:29|-41.713|174.450|9.2|GNS|GNS|GNS|2016p936481|M|1.9|GNS|30 km east of Seddon|unknown
2016p936486|2016-12-12T11:59:58|-41.686|173.276|33.4|GNS|GNS|GNS|2016p936486|M|2.5|GNS|35 km east of St Arnaud|earthquake
2016p936509|2016-12-12T12:12:03|-41.625|174.278|15.1|GNS|GNS|GNS|2016p936509|M|2.4|GNS|15 km east of Seddon|unknown
2016p936531|2016-12-12T12:23:46|-41.945|174.122|5.8|GNS|GNS|GNS|2016p936531|M|2.7|GNS|30 km south of Seddon|earthquake
2016p936536|2016-12-12T12:26:47|-42.536|173.359|10.2|GNS|GNS|GNS|2016p936536|M|2.4|GNS|30 km south-west of Kaikoura|unknown
2016p936544|2016-12-12T12:30:47|-41.936|174.195|15.8|GNS|GNS|GNS|2016p936544|M|2.6|GNS|30 km south of Seddon|unknown
2016p936555|2016-12-12T12:36:46|-42.627|173.062|16.7|GNS|GNS|GNS|2016p936555|M|2.6|GNS|20 km south-east of Hanmer Springs|unknown
2016p936556|2016-12-12T12:37:31|-42.100|173.753|29.8|GNS|GNS|GNS|2016p936556|M|2.4|GNS|30 km north of Kaikoura|unknown
2016p936585|2016-12-12T12:52:51|-42.462|173.578|8.3|GNS|GNS|GNS|2016p936585|M|2.5|GNS|10 km south-west of Kaikoura|unknown
2016p936625|2016-12-12T13:14:06|-41.758|174.088|17.9|GNS|GNS|GNS|2016p936625|M|2.1|GNS|5 km south of Seddon|unknown
2016p936672|2016-12-12T13:38:56|-41.671|174.277|10.2|GNS|GNS|GNS|2016p936672|M|1.8|GNS|15 km east of Seddon|unknown
2016p936714|2016-12-12T14:01:31|-42.286|173.737|15.8|GNS|GNS|GNS|2016p936714|M|2.4|GNS|10 km north of Kaikoura|unknown
2016p936718|2016-12-12T14:03:46|-41.824|174.013|23.3|GNS|GNS|GNS|2016p936718|M|2.3|GNS|15 km south of Seddon|unknown
2016p936739|2016-12-12T14:14:53|-41.780|174.045|15.5|GNS|GNS|GNS|2016p936739|M|2.2|GNS|10 km south of Seddon|unknown
2016p936748|2016-12-12T14:19:36|-41.828|174.106|9.7|GNS|GNS|GNS|2016p936748|M|2.8|GNS|15 km south of Seddon|earthquake
2016p936758|2016-12-12T14:24:42|-41.749|174.170|15.1|GNS|GNS|GNS|2016p936758|M|1.6|GNS|10 km south-east of Seddon|unknown
2016p936781|2016-12-12T14:36:58|-41.983|173.865|25.2|GNS|GNS|GNS|2016p936781|M|2.7|GNS|35 km south-west of Seddon|unknown
2016p936788|2016-12-12T14:41:05|-42.172|173.605|25.2|GNS|GNS|GNS|2016p936788|M|2.4|GNS|25 km north of Kaikoura|unknown
2016p936803|2016-12-12T14:49:05|-42.670|172.829|17.7|GNS|GNS|GNS|2016p936803|M|2.7|GNS|10 km north of Culverden|unknown
2016p936808|2016-12-12T14:51:19|-41.749|174.315|17.7|GNS|GNS|GNS|2016p936808|M|2.4|GNS|20 km south-east of Seddon|unknown
2016p936840|2016-12-12T15:08:48|-42.166|173.718|18.6|GNS|GNS|GNS|2016p936840|M|2.5|GNS|25 km north of Kaikoura|unknown
2016p936875|2016-12-12T15:27:12|-42.480|173.518|15.8|GNS|GNS|GNS|2016p936875|M|2.4|GNS|15 km south-west of Kaikoura|unknown
2016p936880|2016-12-12T15:30:07|-42.173|173.580|24.7|GNS|GNS|GNS|2016p936880|M|2.5|GNS|25 km north of Kaikoura|unknown
2016p936884|2016-12-12T15:31:48|-41.675|174.271|12.3|GNS|GNS|GNS|2016p936884|M|1.9|GNS|15 km east of Seddon|unknown
2016p936916|2016-12-12T15:48:57|-41.887|174.010|21.4|GNS|GNS|GNS|2016p936916|M|1.8|GNS|20 km south of Seddon|unknown
2016p936951|2016-12-12T16:07:35|-42.028|173.796|28.0|GNS|GNS|GNS|2016p936951|M|2.5|GNS|40 km north of Kaikoura|unknown
2016p936983|2016-12-12T16:24:32|-41.986|173.641|23.3|GNS|GNS|GNS|2016p936983|M|2.2|GNS|45 km north of Kaikoura|unknown
2016p936995|2016-12-12T16:31:12|-42.012|173.718|22.3|GNS|GNS|GNS|2016p936995|M|2.4|GNS|40 km north of Kaikoura|unknown
2016p937009|2016-12-12T16:38:54|-42.447|173.599|15.3|GNS|GNS|GNS|2016p937009|M|2.7|GNS|5 km south-west of Kaikoura|unknown
2016p937013|2016-12-12T16:40:38|-42.503|173.289|25.2|GNS|GNS|GNS|2016p937013|M|2.6|GNS|30 km west of Kaikoura|unknown
2016p937032|2016-12-12T16:51:00|-42.926|172.904|10.2|GNS|GNS|GNS|2016p937032|M|2.7|GNS|15 km south of Culverden|unknown
2016p937037|2016-12-12T16:53:39|-42.142|173.649|5.0|GNS|GNS|GNS|2016p937037|M|2.8|GNS|25 km north of Kaikoura|earthquake
2016p937049|2016-12-12T16:59:47|-41.924|173.955|19.1|GNS|GNS|GNS|2016p937049|M|1.7|GNS|25 km south of Seddon|unknown
2016p937056|2016-12-12T17:03:53|-41.741|174.143|18.6|GNS|GNS|GNS|2016p937056|M|1.9|GNS|5 km south-east of Seddon|unknown
2016p937085|2016-12-12T17:19:19|-41.762|174.094|15.1|GNS|GNS|GNS|2016p937085|M|2.3|GNS|10 km south of Seddon|unknown
2016p937122|2016-12-12T17:38:47|-42.210|173.690|5.0|GNS|GNS|GNS|2016p937122|M|2.9|GNS|20 km north of Kaikoura|earthquake
2016p937133|2016-12-12T17:44:31|-42.382|173.697|21.4|GNS|GNS|GNS|2016p937133|M|2.4|GNS|Within 5 km of Kaikoura|unknown
2016p937146|2016-12-12T17:51:24|-41.758|174.333|5.4|GNS|GNS|GNS|2016p937146|M|2.8|GNS|20 km south-east of Seddon|earthquake
2016p937155|2016-12-12T17:56:14|-42.009|173.730|19.5|GNS|GNS|GNS|2016p937155|M|2.2|GNS|40 km north of Kaikoura|unknown
2016p937189|2016-12-12T18:14:19|-42.663|172.924|28.0|GNS|GNS|GNS|2016p937189|M|2.7|GNS|10 km north-east of Culverden|unknown
2016p937243|2016-12-12T18:43:11|-41.737|174.367|8.3|GNS|GNS|GNS|2016p937243|M|2.2|GNS|25 km east of Seddon|unknown
2016p937255|2016-12-12T18:49:33|-42.021|173.803|25.2|GNS|GNS|GNS|2016p937255|M|2.1|GNS|40 km north of Kaikoura|unknown
2016p937277|2016-12-12T19:01:32|-41.621|174.350|11.8|GNS|GNS|GNS|2016p937277|M|2.3|GNS|20 km east of Seddon|unknown
2016p937284|2016-12-12T19:05:21|-41.639|174.301|9.9|GNS|GNS|GNS|2016p937284|M|2.6|GNS|15 km east of Seddon|earthquake
2016p937289|2016-12-12T19:07:50|-41.688|174.374|5.5|GNS|GNS|GNS|2016p937289|M|1.9|GNS|25 km east of Seddon|unknown
2016p937305|2016-12-12T19:16:35|-41.991|173.648|5.0|GNS|GNS|GNS|2016p937305|M|3.2|GNS|45 km north of Kaikoura|earthquake
2016p937308|2016-12-12T19:18:08|-42.408|173.392|9.7|GNS|GNS|GNS|2016p937308|M|2.7|GNS|20 km west of Kaikoura|unknown
2016p937340|2016-12-12T19:34:46|-42.239|173.794|24.7|GNS|GNS|GNS|2016p937340|M|2.6|GNS|20 km north-east of Kaikoura|unknown
2016p937347|2016-12-12T19:38:33|-41.698|174.236|17.9|GNS|GNS|GNS|2016p937347|M|2.6|GNS|10 km east of Seddon|unknown
2016p937376|2016-12-12T19:54:00|-42.193|173.745|29.8|GNS|GNS|GNS|2016p937376|M|2.3|GNS|20 km north of Kaikoura|unknown
2016p937387|2016-12-12T19:59:53|-42.264|173.728|28.4|GNS|GNS|GNS|2016p937387|M|2.8|GNS|15 km north of Kaikoura|unknown
2016p937390|2016-12-12T20:01:41|-42.049|173.742|5.0|GNS|GNS|GNS|2016p937390|M|2.9|GNS|35 km north of Kaikoura|earthquake
2016p937415|2016-12-12T20:15:07|-41.824|174.261|10.2|GNS|GNS|GNS|2016p937415|M|2.3|GNS|20 km south-east of Seddon|unknown
2016p937556|2016-12-12T21:30:11|-42.582|173.113|19.5|GNS|GNS|GNS|2016p937556|M|2.3|GNS|20 km east of Hanmer Springs|unknown
2016p937563|2016-12-12T21:33:51|-41.692|174.148|15.1|GNS|GNS|GNS|2016p937563|M|1.9|GNS|5 km east of Seddon|unknown
2016p937630|2016-12-12T22:09:40|-41.711|174.284|5.2|GNS|GNS|GNS|2016p937630|M|1.8|GNS|15 km east of Seddon|unknown
2016p937668|2016-12-12T22:29:59|-42.485|173.455|34.5|GNS|GNS|GNS|2016p937668|M|2.5|GNS|20 km south-west of Kaikoura|unknown
2016p937676|2016-12-12T22:34:10|-41.617|174.335|13.7|GNS|GNS|GNS|2016p937676|M|2.1|GNS|20 km east of Seddon|unknown
2016p937694|2016-12-12T22:43:51|-41.695|174.162|11.6|GNS|GNS|GNS|2016p937694|M|3.6|GNS|5 km east of Seddon|earthquake
