%cl# YYYY MM DD HH mm ss.ss    lat(deg)  long.(deg) depth(km) mag eventID
26  2018 06 22 18 03 24.880    19.41260 -155.29004   1.7100  0.70 62265004
 4  2018 06 22 18 05 31.360    19.42010 -155.27095   0.5130  1.27 62265130
 1  2018 06 22 18 05 52.860    19.40325 -155.26707   0.6050  2.36 62265151
 4  2018 06 22 18 07 19.680    19.42005 -155.27135   0.4900  1.31 62265240
 3  2018 06 22 18 07 29.120    19.40139 -155.27500   2.1660  1.65 62265249
 8  2018 06 22 18 07 52.880    19.41944 -155.27930   1.4820  1.97 62265272
 2  2018 06 22 18 08 00.740    19.40955 -155.26336   1.8780  2.12 62265281
16  2018 06 22 18 08 32.000    19.41180 -155.26423   0.6800  2.44 62265311
 4  2018 06 22 18 09 01.280    19.41991 -155.27165   0.5150  2.06 62265341
 3  2018 06 22 18 10 16.660    19.40109 -155.27467   2.1700  1.48 62265417
 3  2018 06 22 18 12 58.600    19.41968 -155.26598   2.0390  0.24 62265579
16  2018 06 22 18 13 12.320    19.41222 -155.26409   0.7000  1.24 62265591
 1  2018 06 22 18 13 24.920    19.40374 -155.26673   0.6620  1.25 62265604
 7  2018 06 22 18 13 46.100    19.41836 -155.27656   1.4890  1.62 62265625
 1  2018 06 22 18 16 50.560    19.40370 -155.26667   0.5910  0.46 62265810
 1  2018 06 22 18 18 50.720    19.40315 -155.26680   0.5900  0.21 62265931
 1  2018 06 22 18 19 16.640    19.40183 -155.27166   1.2240  1.73 62265956
 8  2018 06 22 18 25 12.660    19.41914 -155.27546   1.7350  2.43 62266311
21  2018 06 22 18 26 02.740    19.41177 -155.26449   1.9990  0.95 62266362
 2  2018 06 22 18 26 20.800    19.41022 -155.26291   1.8740  1.48 62266380
10  2018 06 22 18 27 32.080    19.41277 -155.26467   0.9260  1.17 62266451
 1  2018 06 22 18 27 46.920    19.40353 -155.26652   0.6150  0.51 62266466
 3  2018 06 22 18 28 27.160    19.40131 -155.27479   2.1550  0.55 62266507
 3  2018 06 22 18 28 34.120    19.40139 -155.27497   2.1730  1.81 62266514
 1  2018 06 22 18 28 51.780    19.40317 -155.26691   0.6050  1.41 62266531
 1  2018 06 22 18 29 42.880    19.40065 -155.26984   0.5890  2.56 62266582
 1  2018 06 22 18 30 58.120    19.41622 -155.26369   1.9440  0.45 62266658
 2  2018 06 22 18 31 34.240    19.40905 -155.26370   1.9630  0.54 62266694
 1  2018 06 22 18 31 45.500    19.40324 -155.26704   0.6100  2.41 62266705
 9  2018 06 22 18 33 13.000    19.41972 -155.26611   2.0550  1.66 62266793
 4  2018 06 22 18 35 02.400    19.41404 -155.28394   1.5310  1.91 62266901
 2  2018 06 22 18 35 32.140    19.41001 -155.26484   1.9230  1.54 62266932
 1  2018 06 22 18 36 32.400    19.40368 -155.26686   0.5690  0.94 62266992
 2  2018 06 22 18 37 11.920    19.40913 -155.26344   1.9770  0.34 62267032
 2  2018 06 22 18 37 18.360    19.40975 -155.26343   1.8970  0.20 62267038
16  2018 06 22 18 38 38.800    19.41167 -155.26419   0.6880  2.60 62267118
 4  2018 06 22 18 39 21.800    19.42015 -155.27148   0.4770  1.53 62267162
 4  2018 06 22 18 39 49.740    19.41470 -155.28377   1.2660  1.58 62267189
 8  2018 06 22 18 40 25.520    19.41696 -155.28779   1.5300  0.97 62267226
 2  2018 06 22 18 41 14.400    19.40166 -155.26525   1.6280  0.72 62267274
 1  2018 06 22 18 41 26.220    19.40284 -155.26660   0.6340  0.17 62267286
16  2018 06 22 18 41 45.320    19.41552 -155.25705   1.0060  1.54 62267305
 3  2018 06 22 18 42 35.680    19.40096 -155.27472   2.1660  1.42 62267356
 8  2018 06 22 18 43 18.600    19.41870 -155.27212   1.9740  1.50 62267398
 1  2018 06 22 18 43 51.000    19.40000 -155.27251   0.6700  3.55 62267431
15  2018 06 22 18 44 06.520    19.40173 -155.27441   2.2230  2.05 62267446
 2  2018 06 22 18 45 02.940    19.40854 -155.26400   1.8160  0.58 62267503
 1  2018 06 22 18 45 47.140    19.40321 -155.26701   0.5990  1.45 62267547
 3  2018 06 22 18 46 03.020    19.39929 -155.27484   1.5550  3.31 62267563
 1  2018 06 22 18 47 33.280    19.40308 -155.26676   0.6290  0.90 62267652
 2  2018 06 22 18 47 46.800    19.40358 -155.26424   1.5300  0.82 62267667
 7  2018 06 22 18 48 41.060    19.41815 -155.27632   1.3960  1.55 62267721
15  2018 06 22 18 50 23.400    19.42006 -155.26523   2.0790  1.35 62267824
 2  2018 06 22 18 50 46.320    19.40926 -155.26361   1.9540  0.57 62267846
 1  2018 06 22 18 50 57.120    19.40348 -155.26725   0.6260  1.44 62267856
16  2018 06 22 18 52 27.240    19.41174 -155.26416   0.6940  2.42 62267946
 3  2018 06 22 18 52 41.740    19.40150 -155.27492   2.1660  1.84 62267962
 1  2018 06 22 18 53 23.300    19.40373 -155.26680   0.6510  1.25 62268002
 1  2018 06 22 18 54 34.080    19.39982 -155.27137   0.8620  1.43 62268073
 2  2018 06 22 18 54 51.440    19.40818 -155.26372   1.8280  0.25 62268091
 1  2018 06 22 18 56 46.440    19.41224 -155.26400   0.6880  1.25 62268206
 2  2018 06 22 18 57 07.960    19.40742 -155.26364   1.8680  0.58 62268228
 3  2018 06 22 18 57 31.880    19.40003 -155.27419   2.1600  1.83 62268252
 2  2018 06 22 18 59 07.160    19.41178 -155.26437   2.0180  1.71 62268347
 1  2018 06 22 18 59 43.600    19.40316 -155.26699   0.6020  2.28 62268383
 6  2018 06 22 19 00 23.160    19.40916 -155.26517   2.0800  0.73 62268423
 2  2018 06 22 19 03 22.880    19.40807 -155.26387   1.8680  0.17 62268603
21  2018 06 22 19 05 22.280    19.40117 -155.27472   2.1880  0.84 62268722
 2  2018 06 22 19 05 51.680    19.41233 -155.26424   1.9450  0.93 62268752
 6  2018 06 22 19 06 37.240    19.42028 -155.27057   0.4970  1.03 62268797
 5  2018 06 22 19 07 26.840    19.41108 -155.26467   1.9890  1.38 62268847
 1  2018 06 22 19 08 11.660    19.41218 -155.26379   0.6590  1.51 62268891
 1  2018 06 22 19 09 34.120    19.40147 -155.26761   0.7370  0.07 62268974
 2  2018 06 22 19 13 33.860    19.40809 -155.26352   1.8220  0.38 62269214
 4  2018 06 22 19 14 41.440    19.41950 -155.27528   1.4170  2.14 62269280
 8  2018 06 22 19 15 10.200    19.41878 -155.27593   1.4010  1.71 62269310
 8  2018 06 22 19 15 24.940    19.41860 -155.27326   1.8810  1.93 62269325
 3  2018 06 22 19 16 00.280    19.40110 -155.27446   2.1040  0.78 62269360
 3  2018 06 22 19 16 06.880    19.40201 -155.27484   2.1360  1.69 62269367
 2  2018 06 22 19 17 04.760    19.40732 -155.26356   1.8510  0.87 62269425
 1  2018 06 22 19 17 10.380    19.40351 -155.26688   0.6260  0.91 62269430
 1  2018 06 22 19 17 17.640    19.40361 -155.26720   0.5780  1.22 62269437
 2  2018 06 22 19 18 55.580    19.40431 -155.26423   1.4790  1.02 62269535
 2  2018 06 22 19 19 42.240    19.40952 -155.26336   1.9270  1.21 62269582
 4  2018 06 22 19 21 19.880    19.41415 -155.28480   1.2770  2.32 62269678
 1  2018 06 22 19 22 49.200    19.40274 -155.26675   0.6360  0.88 62269769
 1  2018 06 22 19 23 09.900    19.40014 -155.26790   0.5330  1.44 62269790
 1  2018 06 22 19 23 28.680    19.40317 -155.26696   0.5840  2.42 62269808
 3  2018 06 22 19 24 40.420    19.41975 -155.26579   2.0380  0.57 62269881
 7  2018 06 22 19 25 31.040    19.42005 -155.27191   0.4660  1.39 62269931
 3  2018 06 22 19 28 06.880    19.41796 -155.26322   2.0710  1.55 62270088
 6  2018 06 22 19 28 51.360    19.41996 -155.26598   2.0590  1.48 62270132
 2  2018 06 22 19 29 02.320    19.40977 -155.26333   1.9020  0.37 62270142
 2  2018 06 22 19 30 39.480    19.40822 -155.26405   1.9130  0.57 62270240
 2  2018 06 22 19 31 41.520    19.40794 -155.26505   1.9290  1.31 62270302
 4  2018 06 22 19 32 01.320    19.40107 -155.27132   1.2680  2.30 62270321
 3  2018 06 22 19 32 21.920    19.40159 -155.27489   2.1760  1.75 62270342
 1  2018 06 22 19 32 37.640    19.40388 -155.26657   0.6310  1.03 62270357
 8  2018 06 22 19 33 35.040    19.41898 -155.27598   1.2570  1.38 62270415
 1  2018 06 22 19 33 51.240    19.40119 -155.27272   1.0530  1.31 62270431
 4  2018 06 22 19 33 58.600    19.40980 -155.27257   1.4120  1.40 62270438
16  2018 06 22 19 34 16.040    19.41176 -155.26426   0.6810  2.59 62270455
 1  2018 06 22 19 35 03.640    19.40355 -155.26660   0.5880  0.48 62270503
 6  2018 06 22 19 35 16.620    19.41237 -155.27005   1.4380  2.22 62270515
 4  2018 06 22 19 35 29.180    19.41018 -155.27207   1.4090  2.64 62270528
 3  2018 06 22 19 36 01.120    19.39916 -155.27283   2.1450  1.85 62270561
 7  2018 06 22 19 36 10.920    19.41802 -155.27669   1.3780  1.82 62270569
 1  2018 06 22 19 38 16.520    19.40315 -155.26685   0.5970  0.94 62270696
 1  2018 06 22 19 38 59.840    19.40138 -155.26810   0.6210  1.13 62270739
 2  2018 06 22 19 39 33.000    19.41015 -155.26310   1.8940  0.52 62270773
 2  2018 06 22 19 40 26.220    19.40912 -155.26341   1.9550  0.70 62270826
 1  2018 06 22 19 43 08.900    19.40213 -155.27215   1.0490  1.65 62270988
18  2018 06 22 19 43 51.960    19.40311 -155.26450   1.5910  2.24 62271031
15  2018 06 22 19 44 51.180    19.39888 -155.27139   2.0380  1.98 62271091
 6  2018 06 22 19 45 21.160    19.42015 -155.27672   1.5840  2.83 62271119
 6  2018 06 22 19 47 02.820    19.41960 -155.26598   2.0410  0.90 62271224
 1  2018 06 22 19 47 12.840    19.40146 -155.26992   1.2730  2.21 62271232
 1  2018 06 22 19 49 11.580    19.40316 -155.26693   0.5700  2.13 62271351
 1  2018 06 22 19 49 39.540    19.40281 -155.26655   0.6280  0.47 62271379
 2  2018 06 22 19 50 38.080    19.40957 -155.26333   1.9120  1.66 62271438
 1  2018 06 22 19 51 34.280    19.40051 -155.26969   0.6070  1.98 62271493
 3  2018 06 22 19 51 50.740    19.40155 -155.27479   2.2030  2.16 62271511
 8  2018 06 22 19 52 29.220    19.42137 -155.27489   0.7030  2.09 62271548
16  2018 06 22 19 52 58.400    19.41173 -155.26423   0.6860  2.33 62271577
 8  2018 06 22 19 53 38.080    19.41948 -155.27915   1.4790  1.94 62271617
 4  2018 06 22 19 54 41.760    19.41401 -155.28397   1.5710  2.06 62271681
26  2018 06 22 19 55 22.240    19.40361 -155.26696   0.5530  0.41 62271720
13  2018 06 22 19 55 52.080    19.40916 -155.26366   1.9590  0.76 62271752
 4  2018 06 22 19 57 25.960    19.41396 -155.28571   1.2590  1.29 62271846
 5  2018 06 22 19 59 11.340    19.41217 -155.26388   0.6820  1.38 62271951
 1  2018 06 22 19 59 42.760    19.40355 -155.26702   0.6120  1.22 62271982
21  2018 06 22 20 00 49.560    19.41166 -155.26437   0.6450  1.79 62272049
13  2018 06 22 20 03 48.320    19.40914 -155.26364   1.9580  0.40 62272228
 2  2018 06 22 20 04 02.100    19.40505 -155.26473   1.4220  0.55 62272242
 1  2018 06 22 20 07 25.480    19.40335 -155.26690   0.6480  0.82 62272445
 2  2018 06 22 20 07 41.960    19.40997 -155.26442   1.9930  1.70 62272461
 3  2018 06 22 20 09 19.680    19.40083 -155.27398   2.0870  1.25 62272560
13  2018 06 22 20 10 26.960    19.40914 -155.26356   1.9510  0.87 62272627
 1  2018 06 22 20 10 40.840    19.40335 -155.26694   0.5900  0.70 62272641
 1  2018 06 22 20 11 05.680    19.40312 -155.26658   0.5680  0.91 62272665
 1  2018 06 22 20 11 10.420    19.40320 -155.26704   0.5970  2.50 62272669
 4  2018 06 22 20 13 37.320    19.40940 -155.27842   1.6430  1.30 62272817
 2  2018 06 22 20 14 12.160    19.41027 -155.26294   1.8730  1.28 62272852
 3  2018 06 22 20 14 39.280    19.40511 -155.26242   1.5600  1.23 62272879
26  2018 06 22 20 15 29.840    19.41274 -155.29002   1.6840  1.05 62272930
 2  2018 06 22 20 16 56.840    19.40972 -155.26312   1.9550  0.61 62273017
 2  2018 06 22 20 17 25.800    19.40791 -155.26387   1.8760  0.34 62273046
18  2018 06 22 20 17 56.320    19.41891 -155.27581   1.3940  1.45 62273076
 3  2018 06 22 20 20 20.960    19.40148 -155.27495   2.1670  1.98 62273221
25  2018 06 22 20 21 50.320    19.41177 -155.26432   0.6800  2.52 62273309
 1  2018 06 22 20 22 17.460    19.40133 -155.27144   1.3330  1.85 62273337
 1  2018 06 22 20 23 26.100    19.40002 -155.26991   0.6890  1.37 62273406
 2  2018 06 22 20 23 54.620    19.40462 -155.26395   1.5470  1.29 62273435
 5  2018 06 22 20 24 02.480    19.41869 -155.27205   1.9650  1.63 62273441
 1  2018 06 22 20 25 23.260    19.40365 -155.26694   0.5850  1.29 62273522
 4  2018 06 22 20 26 20.720    19.41508 -155.28329   1.1510  2.91 62273581
 1  2018 06 22 20 28 41.720    19.40310 -155.26706   0.5980  2.41 62273721
 6  2018 06 22 20 29 15.880    19.41959 -155.26613   2.0450  1.54 62273756
 3  2018 06 22 20 29 33.040    19.39914 -155.27283   2.1300  2.08 62273773
 2  2018 06 22 20 30 00.140    19.41025 -155.26289   1.8940  1.23 62273800
 1  2018 06 22 20 30 25.720    19.39972 -155.27210   0.5880  3.27 62273825
 8  2018 06 22 20 30 48.780    19.41947 -155.27897   1.5170  2.08 62273848
 1  2018 06 22 20 33 06.840    19.40327 -155.26685   0.5700  0.92 62273986
 2  2018 06 22 20 33 30.340    19.40801 -155.26374   1.8490  0.26 62274010
 1  2018 06 22 20 34 48.680    19.40357 -155.26714   0.6520  0.84 62274088
 2  2018 06 22 20 35 37.820    19.40750 -155.26364   1.8480  0.69 62274137
 3  2018 06 22 20 36 29.840    19.40094 -155.27472   2.1570  1.52 62274190
 2  2018 06 22 20 38 47.680    19.40971 -155.26331   1.9240  0.29 62274328
 2  2018 06 22 20 40 26.320    19.41015 -155.26494   1.8990  1.83 62274425
16  2018 06 22 20 41 09.840    19.41172 -155.26421   0.6900  2.57 62274469
 2  2018 06 22 20 41 41.520    19.40403 -155.26431   1.5480  0.99 62274501
 3  2018 06 22 20 42 41.520    19.41160 -155.26452   2.0180  0.85 62274562
15  2018 06 22 20 43 25.160    19.41974 -155.26616   2.0960  1.06 62274605
 2  2018 06 22 20 43 32.260    19.40684 -155.26372   2.0500 -0.01 62274612
10  2018 06 22 20 44 41.880    19.41218 -155.26369   0.6630  1.51 62274681
 2  2018 06 22 20 45 46.540    19.40793 -155.26510   1.8930  0.97 62274747
 2  2018 06 22 20 45 52.120    19.40893 -155.26364   1.9670  0.81 62274752
 2  2018 06 22 20 46 09.540    19.41020 -155.26289   1.8730  1.09 62274768
 1  2018 06 22 20 46 27.400    19.40325 -155.26709   0.5900  2.34 62274787
12  2018 06 22 20 48 11.440    19.40018 -155.28719   1.4240  1.83 62274891
 3  2018 06 22 20 48 56.300    19.39937 -155.27321   2.1360  1.23 62274936
 2  2018 06 22 20 49 47.660    19.40738 -155.26598   1.9210  0.82 62274988
 2  2018 06 22 20 52 01.920    19.40816 -155.26429   1.8950  0.49 62275122
 1  2018 06 22 20 52 17.020    19.40313 -155.26670   0.5710  0.56 62275137
 1  2018 06 22 20 52 45.780    19.40240 -155.26681   0.7100  0.63 62275165
 2  2018 06 22 20 53 42.760    19.40852 -155.26439   2.0450 -0.01 62275223
 1  2018 06 22 20 53 56.040    19.40450 -155.26517   0.4830  0.64 62275236
 1  2018 06 22 20 54 40.000    19.40024 -155.27013   0.6470  1.53 62275279
 2  2018 06 22 20 55 44.480    19.41031 -155.26299   1.8610  0.67 62275345
 8  2018 06 22 20 57 33.260    19.41803 -155.27742   1.5150  3.09 62275452
 7  2018 06 22 20 58 01.040    19.42178 -155.27044   1.7760  2.44 62275481
10  2018 06 22 20 58 56.320    19.41150 -155.26414   0.6850  2.02 62275536
 1  2018 06 22 20 59 23.120    19.40316 -155.26686   0.6000  0.71 62275563
10  2018 06 22 21 00 08.800    19.41204 -155.26481   1.1120  0.74 62275609
 7  2018 06 22 21 01 09.920    19.41800 -155.27677   1.3960  1.80 62275670
 3  2018 06 22 21 01 46.480    19.40139 -155.27492   2.1530  2.16 62275706
 7  2018 06 22 21 02 34.460    19.41896 -155.28208   0.8390  2.75 62275753
 2  2018 06 22 21 02 54.480    19.41035 -155.26291   1.8830  1.41 62275774
 1  2018 06 22 21 03 36.120    19.41750 -155.27285   1.2980  2.16 62275815
 8  2018 06 22 21 04 46.400    19.41930 -155.27996   1.4510  1.71 62275884
 7  2018 06 22 21 06 02.840    19.41978 -155.26603   2.0530  1.42 62275963
 1  2018 06 22 21 08 05.420    19.40353 -155.26735   0.7090  0.53 62276085
 2  2018 06 22 21 08 12.840    19.40724 -155.26340   1.8580  0.69 62276093
 4  2018 06 22 21 08 44.480    19.40716 -155.26401   1.9680  0.81 62276125
 8  2018 06 22 21 08 51.220    19.41927 -155.27962   1.4790  1.81 62276130
10  2018 06 22 21 09 02.620    19.41331 -155.26385   0.8840  0.89 62276142
 2  2018 06 22 21 09 21.220    19.40889 -155.26392   1.9790  0.60 62276161
 4  2018 06 22 21 09 28.720    19.42006 -155.27199   0.5060  1.37 62276169
 7  2018 06 22 21 09 49.240    19.42018 -155.27087   0.5020  1.52 62276189
 1  2018 06 22 21 10 04.080    19.40321 -155.26685   0.5980  0.92 62276203
 1  2018 06 22 21 10 17.600    19.40385 -155.26657   0.5910  1.06 62276217
 4  2018 06 22 21 11 41.240    19.41479 -155.28384   1.2500  1.42 62276300
 1  2018 06 22 21 12 18.880    19.40288 -155.26712   0.6200  0.30 62276339
 9  2018 06 22 21 12 27.080    19.41123 -155.26484   1.9880  0.68 62276347
 1  2018 06 22 21 13 01.240    19.40362 -155.26680   0.5620  0.50 62276380
 3  2018 06 22 21 13 29.680    19.40157 -155.27482   2.1660  0.86 62276410
 8  2018 06 22 21 14 01.520    19.42047 -155.27450   1.8870  1.54 62276441
 5  2018 06 22 21 15 10.220    19.41962 -155.27245   1.8310  0.78 62276510
 1  2018 06 22 21 15 17.560    19.40327 -155.26678   0.5970  0.65 62276517
 1  2018 06 22 21 15 29.880    19.40173 -155.26733   0.6420  0.60 62276530
 4  2018 06 22 21 16 13.680    19.41217 -155.26395   0.6740  1.34 62276573
 2  2018 06 22 21 17 02.960    19.40921 -155.26331   1.9810  0.26 62276624
 2  2018 06 22 21 17 14.960    19.40916 -155.26382   1.9230  0.28 62276635
 1  2018 06 22 21 17 33.020    19.40283 -155.26676   0.6360  0.47 62276653
 2  2018 06 22 21 18 04.360    19.41153 -155.26403   2.0140  2.31 62276684
 6  2018 06 22 21 18 14.760    19.42300 -155.27318   1.6890  2.53 62276693
 4  2018 06 22 21 18 29.680    19.40944 -155.27830   1.5280  1.73 62276710
 3  2018 06 22 21 19 08.320    19.40103 -155.27474   2.1590  1.57 62276748
 3  2018 06 22 21 19 17.040    19.40055 -155.27388   2.0360  1.18 62276757
 9  2018 06 22 21 20 42.080    19.42126 -155.27454   0.7010  1.69 62276841
 1  2018 06 22 21 21 02.080    19.40370 -155.26673   0.6210  1.21 62276862
 3  2018 06 22 21 22 05.540    19.40126 -155.27495   2.1770  2.60 62276925
13  2018 06 22 21 22 45.880    19.40779 -155.26514   1.9190  1.41 62276965
 1  2018 06 22 21 23 06.680    19.40323 -155.26694   0.5850  2.38 62276986
 3  2018 06 22 21 23 39.080    19.41224 -155.26463   2.0530  1.36 62277019
16  2018 06 22 21 24 21.340    19.41175 -155.26427   0.6890  2.76 62277060
 2  2018 06 22 21 27 23.160    19.40743 -155.26344   1.8590  0.57 62277243
 1  2018 06 22 21 28 50.720    19.41190 -155.26406   0.6790  1.38 62277330
 1  2018 06 22 21 29 16.000    19.40302 -155.26717   0.6260  0.91 62277356
 1  2018 06 22 21 29 32.820    19.40230 -155.26751   0.6690  0.30 62277373
 2  2018 06 22 21 30 42.700    19.40909 -155.26367   2.0070  0.62 62277443
 8  2018 06 22 21 31 56.040    19.42000 -155.28283   1.0220  2.62 62277515
 3  2018 06 22 21 32 30.700    19.41963 -155.26611   2.0380  0.95 62277551
 2  2018 06 22 21 35 23.800    19.40977 -155.26325   1.9130  0.27 62277724
 4  2018 06 22 21 35 31.320    19.42004 -155.27178   0.4900  1.55 62277730
 1  2018 06 22 21 39 37.000    19.40313 -155.26709   0.6150  1.89 62277976
 4  2018 06 22 21 40 57.960    19.41412 -155.28493   1.3450  2.85 62278057
 4  2018 06 22 21 41 35.320    19.40984 -155.26510   1.9180  1.33 62278095
 2  2018 06 22 21 41 48.280    19.40737 -155.26356   1.8620  0.65 62278108
 2  2018 06 22 21 42 39.960    19.40397 -155.26452   1.5630  0.81 62278160
16  2018 06 22 21 43 04.980    19.41173 -155.26419   0.6810  2.29 62278184
 2  2018 06 22 21 45 51.200    19.40921 -155.26362   1.9670  0.53 62278351
 2  2018 06 22 21 45 59.940    19.41024 -155.26291   1.8760  1.34 62278360
 1  2018 06 22 21 46 54.040    19.40355 -155.26707   0.6570  0.64 62278414
 3  2018 06 22 21 48 44.900    19.40099 -155.27480   2.1640  1.71 62278525
15  2018 06 22 21 48 53.240    19.41122 -155.26475   1.9860  0.80 62278533
10  2018 06 22 21 49 06.400    19.41285 -155.26489   0.9600  0.83 62278546
 2  2018 06 22 21 49 26.700    19.40917 -155.26348   1.9780  0.94 62278567
 1  2018 06 22 21 49 56.660    19.40318 -155.26699   0.6150  1.08 62278596
 8  2018 06 22 21 50 52.440    19.42048 -155.27378   1.8740  2.03 62278652
 2  2018 06 22 21 52 06.580    19.40350 -155.26423   1.5390  1.09 62278726
 1  2018 06 22 21 52 58.200    19.40347 -155.26690   0.6110  0.90 62278777
 2  2018 06 22 21 53 33.920    19.40968 -155.26338   1.8900  0.39 62278814
 2  2018 06 22 21 54 12.040    19.40808 -155.26660   1.9670  0.09 62278852
 1  2018 06 22 21 55 46.920    19.42016 -155.27085   0.4950  1.58 62278947
 2  2018 06 22 21 56 14.960    19.40921 -155.26354   1.9420  0.97 62278975
26  2018 06 22 21 57 06.240    19.41290 -155.29032   1.6860  0.66 62279026
 1  2018 06 22 21 57 17.640    19.40359 -155.26691   0.6530  0.92 62279037
 1  2018 06 22 22 00 20.400    19.40311 -155.26714   0.5860  2.30 62279219
 2  2018 06 22 22 00 44.120    19.40896 -155.26366   1.9710  0.78 62279244
21  2018 06 22 22 00 50.640    19.41227 -155.26379   2.0830  1.32 62279251
 5  2018 06 22 22 01 34.160    19.40375 -155.26467   1.6210  0.72 62279294
 4  2018 06 22 22 01 52.040    19.41436 -155.26375   1.8720  0.74 62279312
 4  2018 06 22 22 02 05.520    19.41486 -155.26300   1.8790  0.79 62279325
 2  2018 06 22 22 04 23.600    19.41034 -155.26286   1.8590  1.37 62279464
 1  2018 06 22 22 05 35.720    19.40290 -155.26647   0.5770  1.08 62279535
 7  2018 06 22 22 05 57.040    19.41823 -155.27310   1.9570  0.97 62279556
 2  2018 06 22 22 07 31.840    19.40741 -155.26375   1.8550  0.76 62279652
 2  2018 06 22 22 07 56.320    19.40913 -155.26455   1.7790  0.56 62279676
 2  2018 06 22 22 08 31.680    19.40913 -155.26351   1.9420  0.91 62279712
 3  2018 06 22 22 09 29.960    19.40202 -155.27485   2.1460  1.57 62279770
 6  2018 06 22 22 10 05.840    19.41993 -155.26605   2.0560  1.44 62279806
 4  2018 06 22 22 10 55.360    19.41980 -155.27095   0.4900  1.40 62279855
 8  2018 06 22 22 12 18.960    19.41789 -155.27730   1.6590  1.27 62279939
 4  2018 06 22 22 12 29.840    19.41527 -155.28548   1.4280  0.94 62279950
 1  2018 06 22 22 12 35.720    19.40322 -155.26693   0.6440  1.52 62279955
 4  2018 06 22 22 13 30.000    19.42021 -155.27145   0.5010  1.05 62280010
 3  2018 06 22 22 13 33.960    19.40167 -155.27479   2.1540  1.23 62280014
 7  2018 06 22 22 14 49.840    19.41174 -155.26424   0.6880  2.48 62280089
 1  2018 06 22 22 15 20.320    19.40323 -155.26702   0.6150  2.21 62280119
 1  2018 06 22 22 16 01.860    19.40374 -155.26665   0.5960  0.99 62280161
15  2018 06 22 22 16 46.080    19.39892 -155.27137   2.0440  2.16 62280206
 7  2018 06 22 22 17 20.400    19.41794 -155.27689   1.3980  1.79 62280239
21  2018 06 22 22 17 30.680    19.40115 -155.27463   2.1820  2.34 62280251
 3  2018 06 22 22 19 25.400    19.39915 -155.27266   2.1460  1.60 62280365
 3  2018 06 22 22 19 57.460    19.40035 -155.27290   2.1630  1.27 62280398
 8  2018 06 22 22 21 56.720    19.41953 -155.27954   1.4710  2.08 62280516
 9  2018 06 22 22 22 19.080    19.41994 -155.27103   0.5030  1.25 62280539
 4  2018 06 22 22 22 58.240    19.41422 -155.28449   1.1870  2.23 62280577
 4  2018 06 22 22 23 48.900    19.41590 -155.28582   1.4620  1.36 62280629
 1  2018 06 22 22 25 36.820    19.40072 -155.26997   0.6590  1.63 62280736
 2  2018 06 22 22 26 09.140    19.41024 -155.26289   1.8780  1.62 62280768
 4  2018 06 22 22 27 31.760    19.42000 -155.27111   0.5420  1.10 62280852
21  2018 06 22 22 28 26.520    19.40988 -155.26639   0.6460  1.50 62280906
 6  2018 06 22 22 30 14.560    19.41754 -155.27319   1.2550  1.48 62281014
 1  2018 06 22 22 30 46.580    19.40276 -155.26652   0.5960  1.21 62281046
 1  2018 06 22 22 31 52.740    19.40316 -155.26691   0.5910  1.56 62281112
 2  2018 06 22 22 34 20.280    19.40908 -155.26344   1.9190  0.69 62281260
 4  2018 06 22 22 34 45.440    19.42015 -155.27153   0.4700  1.10 62281285
 3  2018 06 22 22 36 06.520    19.40148 -155.27497   2.1690  1.85 62281366
 2  2018 06 22 22 37 28.960    19.40815 -155.26473   1.9220  1.31 62281449
 8  2018 06 22 22 37 42.080    19.41880 -155.27638   1.5060  1.69 62281462
 1  2018 06 22 22 38 43.160    19.40313 -155.26706   0.5880  2.40 62281522
 8  2018 06 22 22 39 34.840    19.41907 -155.27591   1.7300  2.59 62281574
 5  2018 06 22 22 40 23.080    19.41886 -155.27305   1.9150  0.58 62281623
 7  2018 06 22 22 40 42.600    19.40931 -155.26333   1.9190  1.05 62281643
 5  2018 06 22 22 41 30.320    19.41914 -155.27328   1.8830  2.22 62281690
10  2018 06 22 22 43 00.400    19.41299 -155.26476   1.0320  0.72 62281780
 3  2018 06 22 22 44 49.740    19.40163 -155.27472   2.1850  0.39 62281890
12  2018 06 22 22 45 17.440    19.40012 -155.28709   1.4600  1.70 62281917
 2  2018 06 22 22 45 55.660    19.40573 -155.26349   1.1760  1.76 62281956
 1  2018 06 22 22 46 17.360    19.40286 -155.26728   0.5420  0.96 62281977
 3  2018 06 22 22 50 29.500    19.40194 -155.27482   2.1390  1.52 62282229
 1  2018 06 22 22 51 52.340    19.40302 -155.26660   0.6040  0.67 62282312
 4  2018 06 22 22 52 06.960    19.42012 -155.27085   0.5030  1.43 62282327
16  2018 06 22 22 53 27.800    19.41175 -155.26424   0.6790  2.57 62282406
 3  2018 06 22 22 54 12.200    19.39957 -155.27350   2.1060  1.24 62282452
 2  2018 06 22 22 54 44.960    19.40740 -155.26384   1.8640  0.63 62282485
16  2018 06 22 22 56 22.040    19.40258 -155.26782   1.2450  1.94 62282582
 4  2018 06 22 22 57 19.920    19.40024 -155.27139   1.0960  1.74 62282639
 2  2018 06 22 22 57 50.160    19.40956 -155.26328   1.9450  1.52 62282670
 8  2018 06 22 22 59 39.380    19.42133 -155.27432   0.6120  1.90 62282778
 2  2018 06 22 23 00 11.000    19.40775 -155.26405   1.9010  0.29 62282811
