,Unnamed: 0,time,latitude,longitude,depth,magnitude,event_description,associated_phase_count,azimuthal_gap,event_id,horizontal_uncertainty,local_magnitude,moment_magnitude,duration_magnitude,magnitude_type,p_phase_count,s_phase_count,p_pick_count,s_pick_count,standard_error,used_phase_count,station_count,vertical_uncertainty,updated,author,agency_id,creation_time,version,stations,strike,dip,rake,kappa,scalar error,template-id,Slip style
17414,17414,2016-12-10 23:07:45.974000,-42.41219,173.74319,8498.0,1.99729886113,,0.0,,smi:local/2016_12_10t19_10_06_20161210T230750.278393,36.0,1.99729886113,,,ML,0.0,0.0,24.0,30.0,0.340109090909,199.0,0.0,37.0,2021-06-10 06:15:57.000000,EQcorrscan,,2021-06-08 11:31:03.813239,,,,,,,,2016_12_10t19_10_06,Strike-slip
17415,17415,2016-12-10 23:10:17.136000,-42.44154,173.64885,10787.0,1.66182190632,,0.0,,smi:local/2016_11_14t08_01_34_20161210T231020.578393,144.0,1.66182190632,,,ML,0.0,0.0,4.0,5.0,0.522666666667,28.0,0.0,179.0,2021-06-10 06:15:58.000000,EQcorrscan,,2021-06-08 11:31:05.466083,,,,,,,,2016_11_14t08_01_34,Unknown
17416,17416,2016-12-10 23:12:12.922000,-41.99564,173.70185,14408.0,1.33394103643,,0.0,,smi:local/2016_12_26t19_11_34_20161210T231218.245060,273.0,1.33394103643,,,ML,0.0,0.0,8.0,20.0,0.39106915387,468.0,0.0,281.0,2021-06-10 06:16:01.000000,EQcorrscan,,2021-06-08 11:31:04.606811,,,,,,,,2016_12_26t19_11_34,Strike-slip
17417,17417,2016-12-10 23:12:25.874000,-41.74535,174.30562,14914.0,1.3436887438,,0.0,,smi:local/2016_11_14t22_46_01_20161210T231229.878393,429.0,1.3436887438,,,ML,0.0,0.0,5.0,10.0,0.6825,91.0,0.0,266.0,2021-06-10 06:16:02.000000,EQcorrscan,,2021-06-08 11:31:06.878852,,,,,,,,2016_11_14t22_46_01,Reverse
17418,17418,2016-12-10 23:15:34.211000,-42.27296,173.07778,1426.0,1.50905567067,,0.0,,smi:local/2016_12_03t01_31_25_20161210T231543.545060,18.0,1.50905567067,,,ML,0.0,0.0,9.0,18.0,0.924073251942,174.0,0.0,17.0,2021-06-10 06:16:05.000000,EQcorrscan,,2021-06-08 11:31:03.648677,,,,,,,,2016_12_03t01_31_25,Strike-slip
17419,17419,2016-12-10 23:20:56.050000,-42.20376,173.55371,14512.0,1.51224754909,,0.0,,smi:local/2016_11_23t06_40_16_20161210T232101.278393,129.0,1.51224754909,,,ML,0.0,0.0,11.0,17.0,0.245089577816,1603.0,0.0,137.0,2021-06-10 06:16:07.000000,EQcorrscan,,2021-06-08 11:31:02.991151,,,,,,,,2016_11_23t06_40_16,Normal
17420,17420,2016-12-10 23:44:12.278000,-41.76779,174.29241,13831.0,1.82800479243,,0.0,,smi:local/2016_11_14t06_52_56_20161210T234415.478393,682.0,1.82800479243,,,ML,0.0,0.0,3.0,20.0,0.382407817109,274.0,0.0,69.0,2021-06-10 06:16:09.000000,EQcorrscan,,2021-06-08 11:31:06.832946,,,,,,,,2016_11_14t06_52_56,Strike-slip
17421,17421,2016-12-11 00:07:11.874000,-41.69346,174.31208,9322.0,1.61438026181,,0.0,,smi:local/2017_01_25t00_08_11_20161211T000715.511726,68.0,1.61438026181,,,ML,0.0,0.0,11.0,20.0,0.874902104416,1391.0,0.0,51.0,2021-06-10 06:16:12.000000,EQcorrscan,,2021-06-08 11:31:06.801944,,,,,,,,2017_01_25t00_08_11,Strike-slip
17422,17422,2016-12-11 00:16:57.785000,-41.75289,174.15013,13216.0,1.41881063425,,0.0,,smi:local/2017_05_01t02_48_12_20161211T001701.378393,65.0,1.41881063425,,,ML,0.0,0.0,8.0,21.0,1.39431818182,375.0,0.0,73.0,2021-06-10 06:16:14.000000,EQcorrscan,,2021-06-08 11:31:05.271630,,,,,,,,2017_05_01t02_48_12,Strike-slip
17423,17423,2016-12-11 00:19:22.223000,-41.66173,174.41132,6840.0,1.33294908954,,0.0,,smi:local/2016_12_03t03_20_32_20161211T001928.345060,45.0,1.33294908954,,,ML,0.0,0.0,6.0,16.0,0.946666666667,213.0,0.0,81.0,2021-06-10 06:16:16.000000,EQcorrscan,,2021-06-08 11:31:06.361624,,,,,,,,2016_12_03t03_20_32,Strike-slip
17424,17424,2016-12-11 00:29:18.569000,-41.8191,174.36247,1020.0,1.40185493282,,0.0,,smi:local/2016_11_13t18_02_50_20161211T002925.711726,230.0,1.40185493282,,,ML,0.0,0.0,3.0,9.0,5.028,12.0,0.0,355.0,2021-06-10 06:16:18.000000,EQcorrscan,,2021-06-08 11:31:03.846097,,,,,,,,2016_11_13t18_02_50,Strike-slip
17425,17425,2016-12-11 00:30:25.922000,-41.85257,174.10007,15162.0,1.40620471097,,0.0,,smi:local/2016_11_13t20_02_18_20161211T003031.811726,141.0,1.40620471097,,,ML,0.0,0.0,4.0,12.0,0.50395256917,68.0,0.0,79.0,2021-06-10 06:16:19.000000,EQcorrscan,,2021-06-08 11:31:06.405278,,,,,,,,2016_11_13t20_02_18,Unknown
17426,17426,2016-12-11 00:44:11.056000,-41.72957,174.17594,14123.0,1.85586900437,,0.0,,smi:local/2017_01_08t13_46_49_20161211T004414.745060,100.0,1.85586900437,,,ML,0.0,0.0,23.0,46.0,0.807325426566,2261.0,0.0,97.0,2021-06-10 06:16:26.000000,EQcorrscan,,2021-06-08 11:31:04.262467,,,,,,,,2017_01_08t13_46_49,Strike-slip
17427,17427,2016-12-11 00:55:08.687373,-42.017131,173.705048,13953.125,1.42283897138,,12.0,113.674,smi:local/2016_11_16t14_47_15_20161211T005512.211726,,1.42283897138,,,ML,3.0,9.0,3.0,14.0,0.251871,12.0,9.0,2738.35169399,2021-06-10 06:16:27.000000,EQcorrscan,,2021-06-08 11:31:03.785252,,"BSWZ, CAW, CRSZ, KHZ, MRNZ, OGWZ, TCW, TKNZ, TUWZ",,,,,,2016_11_16t14_47_15,Strike-slip
17428,17428,2016-12-11 01:05:54.894000,-41.67333,174.30028,14847.0,1.57331988522,,0.0,,smi:local/2016_11_16t13_28_59_20161211T010600.145060,193.0,1.57331988522,,,ML,0.0,0.0,12.0,22.0,0.570745646897,1251.0,0.0,135.0,2021-06-10 06:16:31.000000,EQcorrscan,,2021-06-08 11:31:04.674268,,,,,,,,2016_11_16t13_28_59,Strike-slip
17429,17429,2016-12-11 01:25:06.798304,-41.676759,174.356211,-2960.938,2.64423953959,,9.0,255.851,smi:local/2016_11_15t20_16_43_20161211T012511.411726,,2.64423953959,,,ML,5.0,4.0,5.0,5.0,0.362153,9.0,8.0,5774.83333093,2021-06-10 06:16:32.000000,EQcorrscan,,2021-06-08 11:31:05.026438,,"BSWZ, CMWZ, DUWZ, MRNZ, NNZ, THZ, TKNZ, TUWZ",,,,,,2016_11_15t20_16_43,Unknown
17430,17430,2016-12-11 01:25:10.074000,-41.81439,174.21131,13737.0,2.5113141664,,0.0,,smi:local/2017_02_04t07_36_37_20161211T012513.678393,252.0,2.5113141664,,,ML,0.0,0.0,16.0,30.0,0.913892993446,953.0,0.0,202.0,2021-06-10 06:16:36.000000,EQcorrscan,,2021-06-08 11:31:07.398834,,,,,,,,2017_02_04t07_36_37,Strike-slip
17431,17431,2016-12-11 01:33:12.238577,-41.835214,174.167831,16101.562,1.28791413065,,7.0,221.593,smi:local/2016_11_13t18_58_49_20161211T013316.478393,,1.28791413065,,,ML,1.0,6.0,1.0,8.0,0.424633,7.0,7.0,5658.51570644,2021-06-10 06:16:37.000000,EQcorrscan,,2021-06-08 11:31:07.521755,,"BHW, BSWZ, CMWZ, DSZ, TCW, THZ, TUWZ",,,,,,2016_11_13t18_58_49,Strike-slip
17432,17432,2016-12-11 01:53:13.816000,-41.75661,174.25579,13754.0,1.16130833518,,0.0,,smi:local/2016_11_22t21_45_33_20161211T015317.378393,1038.0,1.16130833518,,,ML,0.0,0.0,4.0,8.0,0.47718079096,89.0,0.0,674.0,2021-06-10 06:16:38.000000,EQcorrscan,,2021-06-08 11:31:02.884396,,,,,,,,2016_11_22t21_45_33,Normal
17433,17433,2016-12-11 02:02:03.017000,-42.6765,172.80589,8930.0,1.69967315114,,0.0,,smi:local/2016_12_05t07_11_35_20161211T020211.378393,268.0,1.69967315114,,,ML,0.0,0.0,13.0,14.0,0.455388058866,272.0,0.0,108.0,2021-06-10 06:16:41.000000,EQcorrscan,,2021-06-08 11:31:07.448416,,,,,,,,2016_12_05t07_11_35,Strike-slip
17434,17434,2016-12-11 02:11:11.034000,-42.54783,173.3033,12594.0,1.54159345527,,0.0,,smi:local/2016_12_13t12_48_57_20161211T021116.378393,230.0,1.54159345527,,,ML,0.0,0.0,9.0,28.0,0.450362318841,385.0,0.0,230.0,2021-06-10 06:16:44.000000,EQcorrscan,,2021-06-08 11:31:03.483984,,,,,,,,2016_12_13t12_48_57,Normal
17435,17435,2016-12-11 02:28:22.114000,-42.06489,173.69889,7649.0,1.59547133525,,0.0,,smi:local/2016_11_13t20_57_38_20161211T022830.311726,148.0,1.59547133525,,,ML,0.0,0.0,9.0,16.0,0.454669117647,249.0,0.0,179.0,2021-06-10 06:16:47.000000,EQcorrscan,,2021-06-08 11:31:06.762676,,,,,,,,2016_11_13t20_57_38,Strike-slip
17436,17436,2016-12-11 02:30:20.099000,-42.38495,173.75329,8343.0,1.56469224668,,0.0,,smi:local/2016_12_09t13_33_57_20161211T023024.945060,70.0,1.56469224668,,,ML,0.0,0.0,10.0,19.0,0.494276385928,313.0,0.0,71.0,2021-06-10 06:16:49.000000,EQcorrscan,,2021-06-08 11:31:06.573744,,,,,,,,2016_12_09t13_33_57,Reverse
17437,17437,2016-12-11 02:37:51.070614,-41.540758,174.3408,10359.375,2.95865268097,,5.0,198.202,smi:local/2016_11_13t12_01_06_20161211T023756.611726,,2.95865268097,,,ML,0.0,5.0,0.0,8.0,0.130392,5.0,5.0,9740.96504459,2021-06-10 06:16:50.000000,EQcorrscan,,2021-06-08 11:31:04.484962,,"BHW, CAW, PLWZ, TUWZ, WEL",,,,,,2016_11_13t12_01_06,Unknown
17438,17438,2016-12-11 02:52:21.302000,-42.12823,173.71155,14623.0,1.80782022708,,0.0,,smi:local/2016_11_14t09_29_10_20161211T025226.445060,547.0,1.80782022708,,,ML,0.0,0.0,14.0,28.0,1.1062131864,410.0,0.0,418.0,2021-06-10 06:16:54.000000,EQcorrscan,,2021-06-08 11:31:03.685822,,,,,,,,2016_11_14t09_29_10,Strike-slip
17439,17439,2016-12-11 03:00:08.950000,-42.00354,173.66649,12504.0,2.42879483258,,0.0,,smi:local/2017_01_27t01_50_13_20161211T030013.578393,232.0,2.42879483258,,,ML,0.0,0.0,22.0,43.0,0.372362342566,1621.0,0.0,270.0,2021-06-10 06:17:00.000000,EQcorrscan,,2021-06-08 11:31:05.634338,,,,,,,,2017_01_27t01_50_13,Normal
17440,17440,2016-12-11 03:21:48.670000,-42.28599,173.61039,6467.0,2.18470463787,,0.0,,smi:local/2017_01_17t18_00_29_20161211T032153.811726,565.0,2.18470463787,,,ML,0.0,0.0,3.0,20.0,4.84347970725,185.0,0.0,401.0,2021-06-10 06:17:02.000000,EQcorrscan,,2021-06-08 11:31:02.778004,,,,,,,,2017_01_17t18_00_29,Strike-slip
17441,17441,2016-12-11 03:40:01.069000,-42.27449,173.61966,7164.0,1.47511108906,,0.0,,smi:local/2017_01_17t18_00_29_20161211T034005.011726,117.0,1.47511108906,,,ML,0.0,0.0,7.0,24.0,0.317037409409,400.0,0.0,244.0,2021-06-10 06:17:04.000000,EQcorrscan,,2021-06-08 11:31:02.745906,,,,,,,,2017_01_17t18_00_29,Strike-slip
17442,17442,2016-12-11 03:43:16.625000,-42.14158,173.69761,11202.0,2.45961120469,,0.0,,smi:local/2016_12_02t13_55_26_20161211T034321.178393,618.0,2.45961120469,,,ML,0.0,0.0,10.0,29.0,1.51201472773,750.0,0.0,359.0,2021-06-10 06:17:08.000000,EQcorrscan,,2021-06-08 11:31:03.165848,,,,,,,,2016_12_02t13_55_26,Normal
17443,17443,2016-12-11 03:47:26.953000,-42.21813,173.5559,14286.0,1.63035205217,,0.0,,smi:local/2016_11_16t18_41_39_20161211T034732.545060,138.0,1.63035205217,,,ML,0.0,0.0,10.0,18.0,0.520428599298,453.0,0.0,205.0,2021-06-10 06:17:11.000000,EQcorrscan,,2021-06-08 11:31:07.263646,,,,,,,,2016_11_16t18_41_39,Strike-slip
17444,17444,2016-12-11 03:54:50.613000,-42.33973,173.8467,1696.0,2.44869924772,,0.0,,smi:local/2016_11_16t03_53_14_20161211T035456.811726,372.0,2.44869924772,,,ML,0.0,0.0,12.0,23.0,0.842228116711,486.0,0.0,726.0,2021-06-10 06:17:14.000000,EQcorrscan,,2021-06-08 11:31:05.334810,,,,,,,,2016_11_16t03_53_14,Reverse
17445,17445,2016-12-11 04:06:47.848000,-41.97003,174.08004,8229.0,2.06055397969,,0.0,,smi:local/2016_11_14t22_59_12_20161211T040648.045060,33.0,2.06055397969,,,ML,0.0,0.0,11.0,19.0,1.11912971175,346.0,0.0,41.0,2021-06-10 06:17:17.000000,EQcorrscan,,2021-06-08 11:31:06.197773,,,,,,,,2016_11_14t22_59_12,Unknown
17446,17446,2016-12-11 04:23:41.182000,-41.97061,174.08074,8119.0,1.57546584861,,0.0,,smi:local/2016_11_14t22_59_12_20161211T042340.678393,42.0,1.57546584861,,,ML,0.0,0.0,7.0,10.0,1.89933878815,167.0,0.0,66.0,2021-06-10 06:17:18.000000,EQcorrscan,,2021-06-08 11:31:06.219420,,,,,,,,2016_11_14t22_59_12,Unknown
17447,17447,2016-12-11 04:40:20.791000,-42.2457,172.97373,2180.0,1.44170762088,,0.0,,smi:local/2016_12_13t03_18_27_20161211T044032.211726,20.0,1.44170762088,,,ML,0.0,0.0,7.0,20.0,3.8955,318.0,0.0,56.0,2021-06-10 06:17:21.000000,EQcorrscan,,2021-06-08 11:31:05.763649,,,,,,,,2016_12_13t03_18_27,Strike-slip
17448,17448,2016-12-11 05:08:06.844720,-41.66785,174.271649,-2960.938,1.00669248963,,7.0,161.406,smi:local/2016_11_14t04_15_56_20161211T050810.145060,,1.00669248963,,,ML,3.0,4.0,3.0,7.0,0.321053,7.0,5.0,6929.43720658,2021-06-10 06:17:22.000000,EQcorrscan,,2021-06-08 11:31:05.121341,,"CAW, CMWZ, NNZ, OGWZ, TUWZ",,,,,,2016_11_14t04_15_56,Strike-slip
17449,17449,2016-12-11 05:16:04.974000,-42.17548,173.57007,14812.0,1.58604638625,,0.0,,smi:local/2017_01_26t09_31_05_20161211T051610.911726,284.0,1.58604638625,,,ML,0.0,0.0,10.0,21.0,0.224120195274,547.0,0.0,151.0,2021-06-10 06:17:25.000000,EQcorrscan,,2021-06-08 11:31:04.642949,,,,,,,,2017_01_26t09_31_05,Strike-slip
17450,17450,2016-12-11 05:16:09.329000,-42.6981,172.8277,1141.0,1.57317054726,,0.0,,smi:local/2017_02_21t14_31_55_20161211T051618.611726,140.0,1.57317054726,,,ML,0.0,0.0,9.0,24.0,2.85476618705,175.0,0.0,442.0,2021-06-10 06:17:27.000000,EQcorrscan,,2021-06-08 11:31:05.877086,,,,,,,,2017_02_21t14_31_55,Strike-slip
17451,17451,2016-12-11 05:18:20.956000,-42.19726,173.52483,14119.0,1.26176729669,,0.0,,smi:local/2016_12_01t04_48_06_20161211T051826.578393,131.0,1.26176729669,,,ML,0.0,0.0,11.0,19.0,0.320109326495,487.0,0.0,175.0,2021-06-10 06:17:30.000000,EQcorrscan,,2021-06-08 11:31:04.790452,,,,,,,,2016_12_01t04_48_06,Strike-slip
17452,17452,2016-12-11 05:52:31.271000,-42.41708,173.35689,5241.0,1.55120671231,,0.0,,smi:local/2016_12_22t22_01_37_20161211T055234.945060,64.0,1.55120671231,,,ML,0.0,0.0,3.0,14.0,4.0338,83.0,0.0,164.0,2021-06-10 06:17:32.000000,EQcorrscan,,2021-06-08 11:31:03.258583,,,,,,,,2016_12_22t22_01_37,Normal
17453,17453,2016-12-11 06:01:09.049000,-42.20309,173.54552,14052.0,2.39300432132,,0.0,,smi:local/2017_04_23t04_14_18_20161211T060114.745060,98.0,2.39300432132,,,ML,0.0,0.0,13.0,26.0,0.627186965096,3149.0,0.0,52.0,2021-06-10 06:17:35.000000,EQcorrscan,,2021-06-08 11:31:05.300770,,,,,,,,2017_04_23t04_14_18,Strike-slip
17454,17454,2016-12-11 06:09:58.564000,-41.87185,174.11861,6430.0,1.11330731323,,0.0,,smi:local/2016_12_30t03_27_04_20161211T061001.511726,682.0,1.11330731323,,,ML,0.0,0.0,5.0,17.0,1.50642857143,74.0,0.0,420.0,2021-06-10 06:17:37.000000,EQcorrscan,,2021-06-08 11:31:05.719631,,,,,,,,2016_12_30t03_27_04,Strike-slip
17455,17455,2016-12-11 06:30:50.917000,-41.73617,174.258,9549.0,1.61329125601,,0.0,,smi:local/2016_11_15t06_12_41_20161211T063053.911726,342.0,1.61329125601,,,ML,0.0,0.0,4.0,20.0,0.386666666667,56.0,0.0,344.0,2021-06-10 06:17:40.000000,EQcorrscan,,2021-06-08 11:31:06.457232,,,,,,,,2016_11_15t06_12_41,Unknown
17456,17456,2016-12-11 06:32:09.701000,-41.88826,174.17777,9334.0,1.27577240138,,0.0,,smi:local/2016_11_17t18_33_59_20161211T063214.778393,577.0,1.27577240138,,,ML,0.0,0.0,1.0,13.0,0.24,18.0,0.0,364.0,2021-06-10 06:17:41.000000,EQcorrscan,,2021-06-08 11:31:05.443023,,,,,,,,2016_11_17t18_33_59,Normal
17457,17457,2016-12-11 06:34:12.939000,-42.23036,173.69791,9262.0,1.71440927994,,0.0,,smi:local/2016_11_14t12_37_03_20161211T063424.711726,111.0,1.71440927994,,,ML,0.0,0.0,5.0,12.0,0.733055555556,117.0,0.0,243.0,2021-06-10 06:17:43.000000,EQcorrscan,,2021-06-08 11:31:03.953545,,,,,,,,2016_11_14t12_37_03,Unknown
17458,17458,2016-12-11 06:44:19.234000,-42.29569,173.82742,6382.0,1.98717277618,,0.0,,smi:local/2016_11_23t07_30_54_20161211T064424.011726,319.0,1.98717277618,,,ML,0.0,0.0,15.0,30.0,0.906156299841,402.0,0.0,640.0,2021-06-10 06:17:47.000000,EQcorrscan,,2021-06-08 11:31:04.407401,,,,,,,,2016_11_23t07_30_54,Reverse
17459,17459,2016-12-11 06:57:58.916000,-41.73433,174.13994,13493.0,1.05675348889,,0.0,,smi:local/2016_11_30t03_43_10_20161211T065802.245060,75.0,1.05675348889,,,ML,0.0,0.0,8.0,13.0,0.878038379531,1276.0,0.0,102.0,2021-06-10 06:17:49.000000,EQcorrscan,,2021-06-08 11:31:07.045699,,,,,,,,2016_11_30t03_43_10,Strike-slip
17460,17460,2016-12-11 07:01:02.058000,-41.62038,174.425,16178.0,1.58797493975,,0.0,,smi:local/2016_12_17t22_31_17_20161211T070108.045060,162.0,1.58797493975,,,ML,0.0,0.0,18.0,37.0,0.362092012698,1376.0,0.0,81.0,2021-06-10 06:17:54.000000,EQcorrscan,,2021-06-08 11:31:06.729042,,,,,,,,2016_12_17t22_31_17,Strike-slip
17461,17461,2016-12-11 07:01:23.062000,-41.61988,174.42536,16126.0,2.11343250137,,0.0,,smi:local/2016_12_17t22_31_17_20161211T070129.711726,166.0,2.11343250137,,,ML,0.0,0.0,21.0,41.0,0.3965,1872.0,0.0,82.0,2021-06-10 06:17:59.000000,EQcorrscan,,2021-06-08 11:31:06.671001,,,,,,,,2016_12_17t22_31_17,Strike-slip
17462,17462,2016-12-11 07:14:16.858000,-42.26484,173.79762,12388.0,1.45099086687,,0.0,,smi:local/2016_12_07t12_31_35_20161211T071420.978393,257.0,1.45099086687,,,ML,0.0,0.0,11.0,20.0,0.457968022521,372.0,0.0,163.0,2021-06-10 06:18:02.000000,EQcorrscan,,2021-06-08 11:31:03.340064,,,,,,,,2016_12_07t12_31_35,Reverse
17463,17463,2016-12-11 07:18:00.065000,-41.61966,174.42582,16138.0,1.8175383049,,0.0,,smi:local/2016_12_17t22_31_17_20161211T071806.378393,164.0,1.8175383049,,,ML,0.0,0.0,16.0,39.0,0.338499181916,1429.0,0.0,78.0,2021-06-10 06:18:07.000000,EQcorrscan,,2021-06-08 11:31:06.699965,,,,,,,,2016_12_17t22_31_17,Strike-slip
17464,17464,2016-12-11 07:30:18.979000,-42.32713,173.82926,2927.0,1.94036870524,,0.0,,smi:local/2016_11_18t12_48_23_20161211T073024.211726,668.0,1.94036870524,,,ML,0.0,0.0,7.0,22.0,5.83,22.0,0.0,549.0,2021-06-10 06:18:10.000000,EQcorrscan,,2021-06-08 11:31:06.996662,,,,,,,,2016_11_18t12_48_23,Strike-slip
17465,17465,2016-12-11 07:35:54.217000,-41.71485,174.37135,2173.0,1.23729347105,,0.0,,smi:local/2016_11_17t23_15_08_20161211T073559.045060,49.0,1.23729347105,,,ML,0.0,0.0,4.0,7.0,2.48785714286,18.0,0.0,105.0,2021-06-10 06:18:11.000000,EQcorrscan,,2021-06-08 11:31:03.438720,,,,,,,,2016_11_17t23_15_08,Reverse
17466,17466,2016-12-11 07:36:13.159000,-42.20258,173.57976,14879.0,1.29468405377,,0.0,,smi:local/2017_03_07t12_03_29_20161211T073618.945060,196.0,1.29468405377,,,ML,0.0,0.0,7.0,16.0,0.32,528.0,0.0,200.0,2021-06-10 06:18:13.000000,EQcorrscan,,2021-06-08 11:31:05.043176,,,,,,,,2017_03_07t12_03_29,Normal
17467,17467,2016-12-11 07:37:31.882000,-42.44748,173.59404,9259.0,2.92237798433,,0.0,,smi:local/2016_12_11t07_37_35_20161211T073735.078393,237.0,2.92237798433,,,ML,0.0,0.0,25.0,37.0,0.772233920198,216.0,0.0,62.0,2021-06-10 06:18:19.000000,EQcorrscan,,2021-06-08 11:31:07.116559,,,79.7457262042894,57.2169513612488,146.533609358664,3.10315782602082,26.4343257251913,2016_12_11t07_37_35,Strike-slip
17468,17468,2016-12-11 07:45:23.216000,-42.24238,173.64698,15769.0,2.61298084367,,0.0,,smi:local/2017_01_21t19_08_49_20161211T074528.178393,156.0,2.61298084367,,,ML,0.0,0.0,21.0,33.0,0.604029207986,759.0,0.0,431.0,2021-06-10 06:18:25.000000,EQcorrscan,,2021-06-08 11:31:04.898113,,,,,,,,2017_01_21t19_08_49,Strike-slip
17469,17469,2016-12-11 07:50:24.538782,-41.994564,173.686204,12117.188,1.56302705228,,8.0,264.548,smi:local/2016_11_14t11_47_56_20161211T075031.478393,,1.56302705228,,,ML,3.0,5.0,3.0,7.0,0.101129,8.0,6.0,6380.32130852,2021-06-10 06:18:26.000000,EQcorrscan,,2021-06-08 11:31:03.043562,,"BSWZ, DUWZ, MRNZ, THZ, TKNZ, TUWZ",,,,,,2016_11_14t11_47_56,Unknown
17470,17470,2016-12-11 07:51:42.966000,-42.44724,173.59404,9259.0,1.74080644254,,0.0,,smi:local/2016_12_11t07_37_35_20161211T075145.911726,240.0,1.74080644254,,,ML,0.0,0.0,17.0,32.0,0.59688172043,182.0,0.0,56.0,2021-06-10 06:18:31.000000,EQcorrscan,,2021-06-08 11:31:07.145041,,,,,,,,2016_12_11t07_37_35,Strike-slip
17471,17471,2016-12-11 07:55:15.799000,-42.29975,173.64511,11088.0,2.55603906588,,0.0,,smi:local/2016_11_17t02_32_03_20161211T075520.645060,1044.0,2.55603906588,,,ML,0.0,0.0,17.0,28.0,0.644245784246,154.0,0.0,571.0,2021-06-10 06:18:35.000000,EQcorrscan,,2021-06-08 11:31:05.790172,,,,,,,,2016_11_17t02_32_03,Strike-slip
17472,17472,2016-12-11 08:07:05.801000,-41.80321,174.26858,7569.0,1.07700862611,,0.0,,smi:local/2016_11_14t22_41_15_20161211T080709.145060,756.0,1.07700862611,,,ML,0.0,0.0,4.0,12.0,1.37430037313,83.0,0.0,275.0,2021-06-10 06:18:36.000000,EQcorrscan,,2021-06-08 11:31:07.430010,,,,,,,,2016_11_14t22_41_15,Reverse
17473,17473,2016-12-11 08:22:29.086000,-41.73981,174.25274,13663.0,1.88537379887,,0.0,,smi:local/2016_11_14t11_14_23_20161211T082232.578393,741.0,1.88537379887,,,ML,0.0,0.0,8.0,17.0,1.27751034891,254.0,0.0,350.0,2021-06-10 06:18:39.000000,EQcorrscan,,2021-06-08 11:31:03.077815,,,,,,,,2016_11_14t11_14_23,Strike-slip
17474,17474,2016-12-11 08:36:41.686616,-41.854391,174.187168,10398.438,1.00078598041,,7.0,259.156,smi:local/2016_11_14t00_12_41_20161211T083645.345060,,1.00078598041,,,ML,3.0,4.0,3.0,6.0,0.205973,7.0,5.0,7823.73951509,2021-06-10 06:18:40.000000,EQcorrscan,,2021-06-08 11:31:07.243079,,"BSWZ, CAW, CMWZ, TCW, TUWZ",,,,,,2016_11_14t00_12_41,Unknown
17475,17475,2016-12-11 08:43:50.768000,-41.7183,174.31689,16780.0,1.29498523895,,0.0,,smi:local/2016_11_19t03_09_45_20161211T084355.211726,525.0,1.29498523895,,,ML,0.0,0.0,4.0,14.0,3.07459499264,215.0,0.0,246.0,2021-06-10 06:18:42.000000,EQcorrscan,,2021-06-08 11:31:07.071952,,,,,,,,2016_11_19t03_09_45,Strike-slip
17476,17476,2016-12-11 08:50:30.971000,-41.78995,174.21053,10072.0,1.08548218879,,0.0,,smi:local/2016_12_23t16_53_39_20161211T085034.078393,351.0,1.08548218879,,,ML,0.0,0.0,4.0,16.0,0.951436781609,280.0,0.0,277.0,2021-06-10 06:18:43.000000,EQcorrscan,,2021-06-08 11:31:07.689065,,,,,,,,2016_12_23t16_53_39,Strike-slip
17477,17477,2016-12-11 08:55:10.175000,-42.10292,173.79373,7071.0,1.37095734836,,0.0,,smi:local/2016_11_23t01_34_28_20161211T085513.545060,65.0,1.37095734836,,,ML,0.0,0.0,6.0,13.0,1.23266666667,215.0,0.0,163.0,2021-06-10 06:18:45.000000,EQcorrscan,,2021-06-08 11:31:04.853697,,,,,,,,2016_11_23t01_34_28,Normal
17478,17478,2016-12-11 09:00:31.799000,-41.79007,174.21,10051.0,0.879631717137,,0.0,,smi:local/2016_12_23t16_53_39_20161211T090035.011726,358.0,0.879631717137,,,ML,0.0,0.0,2.0,15.0,5.74670495334,206.0,0.0,314.0,2021-06-10 06:18:47.000000,EQcorrscan,,2021-06-08 11:31:07.721536,,,,,,,,2016_12_23t16_53_39,Strike-slip
17479,17479,2016-12-11 09:27:31.071000,-41.67637,174.29923,14770.0,3.0775668965,,0.0,,smi:local/2016_12_11t09_27_35_20161211T092735.311726,189.0,3.0775668965,,,ML,0.0,0.0,25.0,33.0,0.4688077026,2888.0,0.0,142.0,2021-06-10 06:18:52.000000,EQcorrscan,,2021-06-08 11:31:05.503397,,,232.377451762258,60.7402801026241,165.319891882125,4.67666285171326,20.9586461965285,2016_12_11t09_27_35,Strike-slip
17480,17480,2016-12-11 09:34:56.384000,-41.77921,174.2207,6997.0,3.00997031182,,0.0,,smi:local/2016_11_13t12_45_44_20161211T093458.478393,123.0,3.00997031182,,,ML,0.0,0.0,4.0,9.0,0.591428571429,23.0,0.0,47.0,2021-06-10 06:18:54.000000,EQcorrscan,,2021-06-08 11:31:06.777293,,,,,,,,2016_11_13t12_45_44,Unknown
17481,17481,2016-12-11 09:45:25.108000,-41.80929,174.20338,13401.0,1.31634217721,,0.0,,smi:local/2016_11_16t15_19_28_20161211T094528.811726,264.0,1.31634217721,,,ML,0.0,0.0,8.0,17.0,1.88996103896,179.0,0.0,222.0,2021-06-10 06:18:56.000000,EQcorrscan,,2021-06-08 11:31:03.709622,,,,,,,,2016_11_16t15_19_28,Strike-slip
